20190504,浦东,世博,昌里众盛苑 2室2厅 330万,330万,昌里众盛苑  | 2室2厅 | 66.08平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-40413779-14f5-411e-8300-b5a30e142527.jpg.296x216.jpg
20190504,浦东,世博,电梯高区景观双南两房，装修好，视野开阔。,680万,逸翠公馆  | 2室2厅 | 103.58平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-5421a71c-c730-4155-934a-ecb8877996a9.jpg.296x216.jpg
20190504,浦东,世博,上钢八九村 2室0厅 249万,249万,上钢八九村  | 2室0厅 | 45.74平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7bcc5863-3f81-4708-9c90-b7898c20bb9c.jpg.296x216.jpg
20190504,浦东,世博,恒大小区，交通便利，采光好，诚意出售，看房随时方便,240万,恒大小区  | 1室1厅 | 45.54平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-89658f96-e6b3-424e-87be-5163c028cb87.jpg.296x216.jpg
20190504,浦东,世博,耀华地铁 坐北朝南 适合过渡 闹中取静,350万,洪高小区  | 2室1厅 | 69.45平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-8b270ee1-ae44-4747-8b44-8e29ac2ccea1.jpg.296x216.jpg
20190504,浦东,世博,楼层好 采光好 房龄新 电梯房 诚心出售 靠6713号地铁,920万,紫竹华庭  | 3室2厅 | 146.75平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-e750cc6b-3287-429e-97f9-80386c04221f.jpg.296x216.jpg
20190504,浦东,世博,济阳新村+售后公房满五年唯一+户型正气全明户型,360万,济阳二村  | 2室1厅 | 66.64平米 | 西南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-76c8c884-8856-4db5-bd01-febead861a08.jpg.296x216.jpg
20190504,浦东,世博,96年商品房飞机户型全明精装中层大三房,617万,联城花苑  | 3室2厅 | 100.44平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c51c6223-1618-4c1d-8940-d64899de764c.jpg.296x216.jpg
20190504,浦东,世博,济阳一村 3室2厅 428万,428万,济阳一村  | 3室2厅 | 76.17平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3bf4eb32-b12c-48c0-b865-a8baf34204ad.jpg.296x216.jpg
20190504,浦东,世博,世博板块，东盛公寓，房龄较新，中层双南户型诚意出售,380万,东盛公寓  | 2室2厅 | 71.09平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-6c202e7c-f048-4b82-ab32-6f88314d4d8f.png.296x216.jpg
20190504,浦东,世博,中星云庭 3室2厅 1080万,1080万,中星云庭  | 3室2厅 | 169.59平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-7b712f26-10b6-49e0-b291-3fb501500f42.png.296x216.jpg
20190504,浦东,世博,上南花苑(三期) 3室2厅 860万,860万,上南花苑(三期)  | 3室2厅 | 137.34平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a353d94a-d5a8-441b-8839-7f0b59d8129e.jpg.296x216.jpg
20190504,浦东,世博,上南一村 1室0厅 220万,220万,上南一村  | 1室0厅 | 35.05平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-51a158fa-832d-423f-82c3-a72a24413c84.jpg.296x216.jpg
20190504,浦东,世博,底楼南北两房，满五年唯一，诚意出售，看房有钥匙。,275万,德州四村  | 2室1厅 | 50.85平米 | 西南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-c6eeadec-8394-4499-b6c7-1418d1e51dcb.png.296x216.jpg
20190504,浦东,世博,满五唯一 全明两房一厅 看房方便 诚意出售,280万,济阳一村  | 2室1厅 | 54.93平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7deb2367-9d8d-42e2-8d1e-238aa0d926b9.png.296x216.jpg
20190504,浦东,世博,兴荣家园 3室2厅 900万,900万,兴荣家园  | 3室2厅 | 143.13平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-06f61ca7-6228-4441-b01c-31e6240a86ba.jpg.296x216.jpg
20190504,浦东,世博,长青教师公寓 2室1厅 395万,395万,长青教师公寓  | 2室1厅 | 72.12平米 | 西南 西北 | 简装,https://image1.ljcdn.com/310000-inspection/prod-1a631f57-7249-438f-8cc1-1cabbe060d66.jpg.296x216.jpg
20190504,浦东,世博,此房婚房装修，而且业主自住，保养很好,234万,东明苑  | 1室1厅 | 43.68平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2a2166b6-841c-4846-809c-6a13e8a6dd5c.jpg.296x216.jpg
20190504,浦东,世博,昌四小区 2室1厅 350万,350万,昌四小区  | 2室1厅 | 65.74平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-794c489e-1dbd-491b-add0-a0ca3d80d6b3.jpg.296x216.jpg
20190504,浦东,世博,云台二小区 2室1厅 405万,405万,云台二小区  | 2室1厅 | 72.05平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-3fa18edf-d122-482b-abe3-2e4090969dd0.png.296x216.jpg
20190504,浦东,世博,大三房  高区采光棒 地铁口方便出行,570万,云台二小区  | 3室1厅 | 90.99平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-11c355a3-7590-4b25-8667-94c7174916aa.png.296x216.jpg
20190504,浦东,世博,电梯房，总高24层，业主诚意出售，看房方便！！,340万,德西大楼  | 2室1厅 | 66.95平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-8f72994c-840f-49f3-990f-055c65b69b95.jpg.296x216.jpg
20190504,浦东,世博,中间楼层，采光充足，价格实惠，出行方便，位置优越,305万,上南十二村  | 2室1厅 | 58.11平米 | 西南 西 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-10f21522-e5e2-44e6-9d34-4e1fe0ee0283.png.296x216.jpg
20190504,浦东,世博,三房两厅，看房随时业主诚售，近地铁出行方便,583万,恒大星级公寓  | 3室2厅 | 126平米 | 东南 南 西南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-51c200a9-3ac8-4604-a3c2-2456a1455ae6.png.296x216.jpg
20190504,浦东,世博,双南两房产权清晰户型正气房东置换急卖随时可以看,259万,上南七村  | 2室1厅 | 51.92平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-51d0fa9e-cc33-48e1-8671-173e7d3f0fb7.jpg.296x216.jpg
20190504,浦东,世博,上南花苑(二期) 2室2厅 560万,560万,上南花苑(二期)  | 2室2厅 | 84.68平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5b5b1945-f468-4b6d-bcb9-f7577f5460aa.jpg.296x216.jpg
20190504,浦东,世博,世博源婚装全明三房两卫，采光好，近地铁，沃尔玛,850万,上南花苑(三期)  | 3室2厅 | 134.85平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-67d06e7d-1fdb-4ecc-9f9e-0e3dbb3ea69e.png.296x216.jpg
20190504,浦东,世博,上钢三村 1室1厅 220万,220万,上钢三村  | 1室1厅 | 42.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2eea3a9b-c9ee-4b41-959e-a8dd616cd222.jpg.296x216.jpg
20190504,浦东,世博,德州二村 2室0厅 265万,265万,德州二村  | 2室0厅 | 50.58平米 | 东南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-fac39314-74e8-4ca9-aee4-a8ce613f095d.png.296x216.jpg
20190504,浦东,世博,德州二村 2室0厅 275万,275万,德州二村  | 2室0厅 | 52.98平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-14b3f543-a243-400d-9b9a-835e1ee3b7dd.png.296x216.jpg
20190504,浦东,世博,济阳一村 1室1厅 226万,226万,济阳一村  | 1室1厅 | 41.93平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-5e710b8c-778c-4b7c-b508-80d822a7ae2d.png.296x216.jpg
20190504,浦东,世博,上南十村 1室1厅 250万,250万,上南十村  | 1室1厅 | 45.01平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-baa79699-6254-40b0-8baa-cce77e82c869.jpg.296x216.jpg
20190504,浦东,世博,济阳三村 2室1厅 257万,257万,济阳三村  | 2室1厅 | 50.99平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f330525f-6d31-4260-bc94-a895126e897d.jpg.296x216.jpg
20190504,浦东,世博,上南四村 1室0厅 185万,185万,上南四村  | 1室0厅 | 30.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fecbf40c-c1e9-47e6-b2b0-6d6bb151e8e9.jpg.296x216.jpg
20190504,浦东,世博,上南五村 2室1厅 325万,325万,上南五村  | 2室1厅 | 52.1平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-577caa9c-4240-4621-a64b-f0872648d1d8.jpg.296x216.jpg
20190504,浦东,世博,昌四小区 1室1厅 235万,235万,昌四小区  | 1室1厅 | 42.8平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-df97982c-4fcf-4e0b-b362-a1ecbf266fb6.jpg.296x216.jpg
20190504,浦东,世博,房东急售，满五年唯一，精装修，采光通风好,225万,新世纪花苑(一期)(浦东)  | 1室1厅 | 50.93平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-983e05b6-b991-47a0-8b81-d30e0de3b045.jpg.296x216.jpg
20190504,浦东,世博,济阳三村 1室1厅 228万,228万,济阳三村  | 1室1厅 | 41.93平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-eba38122-2004-4a57-9dca-e05575f75d04.jpg.296x216.jpg
20190504,浦东,世博,上南一村 2室1厅 295万,295万,上南一村  | 2室1厅 | 48.23平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-6664006f-429d-449c-9081-d4780d29c5b3.png.296x216.jpg
20190504,浦东,世博,凯德嘉博名邸 3室2厅 1200万,1200万,凯德嘉博名邸  | 3室2厅 | 144.5平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-74f19cc3-ad3c-444c-a782-7450192a9257.jpg.296x216.jpg
20190504,浦东,世博,逸翠公馆 3室1厅 710万房主自荐,710万,逸翠公馆  | 3室1厅 | 110.95平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-1eaf552b-03ab-46a7-ab2e-3b86fdc7651c.jpg.296x216.jpg
20190504,浦东,世博,雪野二村 2室1厅 375万,375万,雪野二村  | 2室1厅 | 67.54平米 | 东南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-53013366-a688-4f96-b369-8bc94d7fbf92.jpg.296x216.jpg
20190504,浦东,世博,双南双天井 精装修 满五唯一 诚意出售 看房方便,308万,济阳一村  | 2室1厅 | 56.5平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-53b9a9f8-e77e-492f-a05d-2831ad14eb6d.jpg.296x216.jpg
20190504,浦东,世博,齐八小区 2房 精装 375万 两房朝南 诚心售 6/7/13号线,363万,齐八小区  | 2室1厅 | 60.96平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9f8b098a-fd97-415b-9888-c15552bf9108.jpg.296x216.jpg
20190504,浦东,世博,售后公房，双南全明户型，楼层佳，小区中间位置,365万,齐八小区  | 2室1厅 | 65.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-c678d79c-1f03-4257-a2d9-7699a5d391b1.png.296x216.jpg
20190504,浦东,世博,上南十村 精装修双南两房 一梯三户 诚意卖 看房方便房主自荐,300万,上南十村  | 2室1厅 | 57.01平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-1a2d5469-7344-4f52-b612-7b08fd48bada.png.296x216.jpg
20190504,浦东,世博,公园里的小区，打开窗就可以闻到公园传来的桂花香,225万,济阳三村  | 1室1厅 | 41.93平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fe0c5026-48b0-419b-abfc-ddaf42955ce6.jpg.296x216.jpg
20190504,浦东,世博,电梯两房，耀华路地铁口，景观楼层，近7.8.13号线,320万,耀华大楼  | 2室1厅 | 56.97平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-449fea42-4881-421b-8bb1-ed9c3054235e.jpg.296x216.jpg
20190504,浦东,世博,上南八村 2室1厅 354万,354万,上南八村  | 2室1厅 | 61.11平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e2c77bb0-8293-4639-ab18-dbfcf6bce886.jpg.296x216.jpg
20190504,浦东,世博,德州六村灵岩路一楼带天井，近地铁诚意出售随时看,285万,德州六村  | 2室1厅 | 56.28平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-de88a977-85b8-42fd-8749-6b1f70c7c397.jpg.296x216.jpg
20190504,浦东,世博,上南十村 1室1厅 240万,240万,上南十村  | 1室1厅 | 45.44平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bb794b5f-69e1-4182-bb22-5858f856d60e.jpg.296x216.jpg
20190504,浦东,世博,上南三村 2室1厅 265万,265万,上南三村  | 2室1厅 | 50.33平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ef82ab40-e567-4353-aa2e-7e7f741187e3.jpg.296x216.jpg
20190504,浦东,世博,昌五小区 2室1厅 300万,300万,昌五小区  | 2室1厅 | 56.73平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-549acd76-c2eb-4c38-a913-a60ef8fa98c6.jpg.296x216.jpg
20190504,浦东,世博,济阳一村 1室1厅 236万,236万,济阳一村  | 1室1厅 | 43.18平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d383154b-5b9a-4cef-82aa-21f7a6fb09e5.jpg.296x216.jpg
20190504,浦东,世博,济阳一村 2室1厅 315万,315万,济阳一村  | 2室1厅 | 58.57平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-dac9908f-e43d-493e-8bbe-978ce5f4aafe.jpg.296x216.jpg
20190504,浦东,世博,德州二村 1室0厅 218万,218万,德州二村  | 1室0厅 | 37.63平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d5800833-a358-4160-8538-a76b55c796d5.jpg.296x216.jpg
20190504,浦东,世博,非顶楼 诚意卖 原始户型  可按自己风格装修,198万,齐二小区  | 1室1厅 | 40.89平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-eb341466-76e1-4572-9bed-56b7bf8de724.jpg.296x216.jpg
20190504,浦东,世博,德州四村 1室0厅 185万,185万,德州四村  | 1室0厅 | 32.59平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a9560062-8054-47d5-8cd3-44951b6383dc.jpg.296x216.jpg
20190504,浦东,世博,地铁613号线双轨口 一梯三户 居家装双南,259万,云台二小区  | 1室1厅 | 48.85平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-77050512-5e01-4134-94b7-45e01ccc4c6a.png.296x216.jpg
20190504,浦东,世博,新世纪花苑(二期)(浦东) 2室1厅 360万,360万,新世纪花苑(二期)(浦东)  | 2室1厅 | 57.69平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2803cc52-a8bd-4d08-9bd5-8ba24de4cc9f.jpg.296x216.jpg
20190504,浦东,世博,浦三路759弄 2室2厅 430万,430万,浦三路759弄  | 2室2厅 | 88.78平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-15658214-733c-4c08-8c49-8c6f3b14cea5.jpg.296x216.jpg
20190504,浦东,世博,昌四小区 2室1厅 295万,295万,昌四小区  | 2室1厅 | 57.58平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6764d07b-86e8-4b12-8cae-2b8d491adfd0.jpg.296x216.jpg
20190504,浦东,世博,德州二村 1室1厅 225万,225万,德州二村  | 1室1厅 | 41.66平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d5cc0185-4a01-4fbf-832a-af229fd9b691.jpg.296x216.jpg
20190504,浦东,世博,红莲小区四百万以下唯一一套双南满五唯一两房,349万,红莲小区  | 2室1厅 | 67.26平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-b0b71595-580e-4d18-ab35-c41033070452.jpg.296x216.jpg
20190504,浦东,世博,上南十二村 1室1厅 180万,180万,上南十二村  | 1室1厅 | 37.08平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d506808d-5ae0-4f19-afd3-f0941bdb662a.jpg.296x216.jpg
20190504,浦东,世博,凯德带车位的不多+高区景观+看中议价,715万,凯德嘉博名邸  | 2室2厅 | 90.32平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-7ecc2273-fb82-49e9-acfd-04a67825173a.jpg.296x216.jpg
20190504,浦东,世博,房东之前自住，装修保养好.基本上可以拎包入住。....,800万,怡泰家苑  | 3室2厅 | 128.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-60d46c51-13c1-453c-837e-22197d7be166.png.296x216.jpg
20190504,浦东,世博,新二村，精装全明大两房，次顶楼，近7.8.13号线,268万,上钢二村  | 2室1厅 | 55.6平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-a0c94f10-a373-4ca0-adcb-0169b098c3ae.png.296x216.jpg
20190504,浦东,世博,正规一房一厅    交通方便    配套相对完善  满五唯一,250万,上南九村  | 1室1厅 | 55.52平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-92f228b4-ead2-4f73-9c89-8943974de560.png.296x216.jpg
20190504,浦东,世博,此房一梯三户，双南户型，采光好，近地铁，诚意出售！,280万,济阳三村  | 2室1厅 | 57.37平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b5ed73eb-6393-43a4-967b-3367ecb7ad4d.jpg.296x216.jpg
20190504,浦东,世博,济阳新村，高层南北两房，近卢浦大桥主路，交通很便利,420万,济阳二村  | 2室1厅 | 69.5平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-0c216d6f-1de9-4ebf-9075-1dc7293495c1.png.296x216.jpg
20190504,浦东,世博,房东诚心出售，带一个大花园，采光充足，通风效果好,800万,新昌里公寓  | 3室2厅 | 111.97平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3eb6b066-c5c8-4dad-86c2-e7746d090209.png.296x216.jpg
20190504,浦东,世博,齐河花苑 双南户型，一梯两户，小区安静，出行便利,332万,齐河花苑  | 2室1厅 | 59.21平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f0d1b39d-cbf2-4702-8019-201d37a783f5.jpg.296x216.jpg
20190504,浦东,世博,边套全明两房，南北通风，前后不遮挡，于小区入口处,390万,济阳二村  | 2室1厅 | 69.5平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-c580bb99-cffe-4e7b-92d1-09daecb7a498.jpg.296x216.jpg
20190504,浦东,世博,推开窗就能闻到花香的小区，绿化充足，房型正气,219.9万,济阳二村  | 2室1厅 | 39.58平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fe1673c5-dcf3-4f5f-8579-8980bea5557c.jpg.296x216.jpg
20190504,浦东,世博,7号、13号 双地铁口双南两房诚意出售，看房全天方便。,360万,新世纪花苑(二期)(浦东)  | 2室1厅 | 64.5平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-007ee4c4-5d84-425b-97f5-6577db17e86a.jpg.296x216.jpg
20190504,浦东,世博,新世纪花苑(二期)(浦东) 1室1厅 248万,248万,新世纪花苑(二期)(浦东)  | 1室1厅 | 50.93平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9476ace6-ee78-4b96-be4e-35b04043929b.jpg.296x216.jpg
20190504,浦东,世博,上南十一村 1室1厅 210万,210万,上南十一村  | 1室1厅 | 42.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d2883e20-8b6b-4c64-a048-27903cbfb74e.jpg.296x216.jpg
20190504,浦东,世博,德州一村 1室0厅 172万,172万,德州一村  | 1室0厅 | 31.86平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f15faa3c-9efa-4c5b-a0c9-037ec73a9399.png.296x216.jpg
20190504,浦东,世博,齐八小区 1室1厅 265万,265万,齐八小区  | 1室1厅 | 45.79平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4f584892-24b0-40b5-a491-f1b8b2827ef3.jpg.296x216.jpg
20190504,浦东,世博,逸翠公馆 2室1厅 485万,485万,逸翠公馆  | 2室1厅 | 66.55平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-b929454a-3023-428d-b064-8be2a62a8500.png.296x216.jpg
