20190504,虹口,曲阳,东边套低价+精装+北一室户+内环+曲阳路8号地铁站新上,135万,玉田新村  | 1室0厅 | 29.1平米 | 东 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-140227e7-732b-4e14-be26-68085c4adedd.jpg.296x216.jpg
20190504,虹口,曲阳,一梯3户，皇金3楼，实际面积比产证大，90年代新建,270万,邮电新村  | 2室1厅 | 42.35平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171008/fb53f671-1cbc-4c8f-b790-f735c1a7da8e.jpg.296x216.jpg
20190504,虹口,曲阳,玉田新村两室户，配套设施完善，交通便利房主自荐,355万,玉田新村  | 2室1厅 | 64.74平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload84ea8ede-5c03-420d-9be6-67ee43216b86.jpg.296x216.jpg
20190504,虹口,曲阳,邮电二村 2室1厅 580万,580万,邮电二村  | 2室1厅 | 72.61平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171009/28a813e5-818a-45ae-821a-6d84cd49d2ce.jpg.296x216.jpg
20190504,虹口,曲阳,西边套 南北通风 降价房源 诚意出售 价格可谈,195万,东体小区  | 1室1厅 | 33.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/f9d8e487-f9f5-4a92-a71e-3364d1aa90ba.png.280x210.jpg
20190504,虹口,曲阳,诚意急售，内环内，成熟片区，配套齐全，双轨交通,445万,邮电二村  | 2室1厅 | 66平米 | 东 | 毛坯 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/1b3c7e62-062b-4717-98e8-e923b7dbb412.png.280x210.jpg
20190504,虹口,曲阳,售后公房无增值税+3,8号线虹口龙之梦+价格可以谈,320万,西二小区  | 2室1厅 | 49.87平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/682a15d1-766e-4a7a-90f9-0c9736812037.jpg.296x216.jpg
20190504,虹口,曲阳,南北小两房 中间楼层 10号线地铁 成熟商圈房主自荐,215万,祥德路450弄  | 2室0厅 | 42.05平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/0082b578-c7c8-4b4c-90bd-81732171c1f1.jpg.296x216.jpg
20190504,虹口,曲阳,东边套全明户型，正对小区花园，安静，舒适,230万,密三小区  | 1室0厅 | 36.17平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/93121b93-cb6d-4d3f-9d1f-6ae360e0f0a3.png.280x210.jpg
20190504,虹口,曲阳,虹口曲阳  售后公房无增值税 中高楼层 小区中间位置,555万,东四小区  | 2室1厅 | 78.81平米 | 南 | 简装 | 有电梯,
20190504,虹口,曲阳,小户型，西边套全明户型，双地铁，居住适宜，生活便利,140万,玉田新村  | 1室0厅 | 32.9平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/83e305d9-6087-4b70-ad7d-84adce83f957.jpg.296x216.jpg
20190504,虹口,曲阳,赤峰小区 1室0厅 213万,213万,赤峰小区  | 1室0厅 | 35.47平米 | 西南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/b8c3c910-b4f8-4bba-ad7d-728c0b87579d.png.280x210.jpg
20190504,虹口,曲阳,小户型，精装修自住，双地铁，居住适宜，生活便利,140万,玉田新村  | 1室0厅 | 26.81平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/9c8c7c45-2cfc-4f10-9599-17146d3e1c4e.jpg.296x216.jpg
20190504,虹口,曲阳,小户型总价低，地铁口，看房方便，诚意出售，购物方便,135万,玉田新村  | 1室0厅 | 28.49平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/e994b7fe-8fde-404a-9b10-88a112400f85.jpg.296x216.jpg
20190504,虹口,曲阳,密云大厦曲阳四小大三房交通方便,665万,密云大厦  | 3室1厅 | 115.56平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/1ba018d2-7f4d-43b2-8f94-9c75eb47fac2.jpg.296x216.jpg
20190504,虹口,曲阳,林云小区 中间楼层 小区环境优美,390万,曲阳林云小区  | 2室1厅 | 61.77平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/fffc87b2-4d0b-45de-bc68-40f0c3a051bb.png.280x210.jpg
20190504,虹口,曲阳,赤峰小区低总价复式，房东诚意出售，看房方便,415万,赤峰小区  | 2室1厅 | 68.9平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadf2e7aee4-4efc-41fa-aeac-3d3f284b3ac0.jpg.296x216.jpg
20190504,虹口,曲阳,91年房龄新 地铁8号线 一房朝南带阳台 通风采光无遮。,181万,大三小区  | 1室0厅 | 32.3平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/b5f7b1f8-149f-47e5-8ef7-6d4f27749fc5.png.280x210.jpg
20190504,虹口,曲阳,居家精美装修+中等楼层+采光无遮挡,323万,玉田新村  | 2室1厅 | 47.08平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/bfe8ce79-e76e-40e7-9ae2-a3ed2ea50545.png.280x210.jpg
20190504,虹口,曲阳,玉田新村 1室0厅 170万,170万,玉田新村  | 1室0厅 | 34.17平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/aa155094-d91b-4cb7-9b34-2affa87da4e2.jpg.296x216.jpg
20190504,虹口,曲阳,双南两房，810号线四平路站，采光视野不挡，精装修,270万,大连西路155号  | 2室1厅 | 46.22平米 | 暂无数据 | 精装 | 无电梯,
20190504,虹口,曲阳,满五年税费低！双轨交通 临内环 出行方便,380万,中山北一路310弄  | 3室0厅 | 66.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/866807aa-7898-4a88-b335-164f13d3cd4b.png.280x210.jpg
20190504,虹口,曲阳,东边套，85年房龄，双轨，近公园，产权干净，,270万,大二小区  | 1室1厅 | 42平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/1de85a5d-ce3a-42cb-990c-55243c3239c9.png.280x210.jpg
20190504,虹口,曲阳,运光路53号 2室0厅 255万,255万,运光路53号  | 2室0厅 | 49.73平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/0a84add8-6ef5-4294-b88a-2905d4afc1ff.png.280x210.jpg
20190504,虹口,曲阳,运光新村 2室0厅 280万,280万,运光新村  | 2室0厅 | 48.11平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/7e6aaaf2-e003-43b5-9146-229b47a38131.png.280x210.jpg
20190504,虹口,曲阳,满五唯一免个税，无户口，标准一室一厅，采光通风好,210万,松花江路2599弄  | 1室1厅 | 41.48平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20171121/60fa939c-8076-46d1-8ba1-56da5321f6e1.jpg.280x210.jpg
20190504,虹口,曲阳,满五唯一 精装修 中间楼层 业主急售！！！,530万,邮电二村  | 2室1厅 | 68.09平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/eb409819-2a4e-4e8b-959e-03ff456c593c.png.280x210.jpg
20190504,虹口,曲阳,售后公房满五唯一，高区电梯两房，视野无遮挡。,465万,邮电二村  | 2室1厅 | 66.04平米 | 东 西 | 毛坯 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/1b3c7e62-062b-4717-98e8-e923b7dbb412.png.280x210.jpg
20190504,虹口,曲阳,出租中，中等装修，厨卫朝过道~五楼新上,215万,密二小区  | 1室1厅 | 37平米 | 南 北 | 简装 | 无电梯,
20190504,虹口,曲阳,邮电新村 1室0厅 230万,230万,邮电新村  | 1室0厅 | 35平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/86f83914-a3ed-408b-8d38-81f9352577af.png.280x210.jpg
20190504,虹口,曲阳,内环内中间楼层一室户，边套全明，价格可谈，看房提前,220万,祥东小区(虹口)  | 1室1厅 | 35.75平米 | 南 | 精装 | 无电梯,
20190504,虹口,曲阳,建工天峰公寓 2室1厅 580万,580万,建工天峰公寓  | 2室1厅 | 68.65平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/47742faa-0a66-4956-92cb-b863066b035b.png.280x210.jpg
20190504,虹口,曲阳,双东朝向、南北通透、全明精装、8/10号四平路站,325万,密云路250弄  | 1室1厅 | 48.39平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/bb2d918e-8b33-41f0-9b72-9e17b4469f0d.png.280x210.jpg
20190504,虹口,曲阳,运光新村 1室1厅 330万,330万,运光新村  | 1室1厅 | 58.73平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/4fb2fc4c-77a6-4676-b05a-a0d2e8a5a799.png.280x210.jpg
20190504,虹口,曲阳,东渡名人大厦 1室1厅 360万,360万,东渡名人大厦  | 1室1厅 | 56.32平米 | 东南 | 其他 | 有电梯,
20190504,虹口,曲阳,满五年不唯一+同济大学+和平公园+8+10双地铁+实惠,700万,振新大厦  | 3室2厅 | 156.16平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/6ff0d3c6-36ce-4150-bd91-a98566d23c17.png.280x210.jpg
20190504,虹口,曲阳,满五不唯一  婚房装修   南北通透  采光好,320万,运光新村  | 2室0厅 | 48.11平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/adc67910-32e4-4088-bf61-f8fbff2a7c8d.png.280x210.jpg
20190504,虹口,曲阳,蒋家桥小区 2室1厅 360万,360万,蒋家桥小区  | 2室1厅 | 54.22平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/9724a11e-343c-4be3-94cf-ee21d78c34b7.png.280x210.jpg
20190504,虹口,曲阳,房东置换，到价签字，67平小三房，小户型，大功能，房主自荐,480万,东体小区  | 3室1厅 | 67.09平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/dca4f23f-1a77-4efa-b52a-2e108fc157ab.png.280x210.jpg
20190504,虹口,曲阳,邮电新村 1室1厅 162万,162万,邮电新村  | 1室1厅 | 26.06平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/76c4f18a-10ea-425a-9240-e26efed7d888.jpg.296x216.jpg
20190504,虹口,曲阳,居家精美装修+高楼层+采光无遮挡,165万,大连西路15号  | 1室1厅 | 33平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/8a28b1b3-5546-4c7c-bd53-f4ead212436b.jpg.296x216.jpg
20190504,虹口,曲阳,曲阳林云小区 1室0厅 205万,205万,曲阳林云小区  | 1室0厅 | 36.19平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/cac61624-cfea-46e7-8efd-93773d843300.png.280x210.jpg
20190504,虹口,曲阳,原林小区 2室1厅 455万,455万,原林小区  | 2室1厅 | 74.12平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/5b589fd4-3078-41fb-b972-e94a6022112c.png.280x210.jpg
20190504,虹口,曲阳,原林小区 2室2厅 574万,574万,原林小区  | 2室2厅 | 93.95平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/819ba3f9-7f79-46b4-9b88-238b88f9376c.png.280x210.jpg
20190504,虹口,曲阳,祥东小区(虹口) 1室1厅 235万,235万,祥东小区(虹口)  | 1室1厅 | 34.35平米 | 南 | 其他 | 无电梯,
20190504,虹口,曲阳,满五年不唯一+同济大学+和平公园+8+10双地铁+实惠,700万,振新大厦  | 3室2厅 | 153.94平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/6ff0d3c6-36ce-4150-bd91-a98566d23c17.png.280x210.jpg
20190504,虹口,曲阳,玉四小区 1室0厅 200万新上,200万,玉四小区  | 1室0厅 | 30平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/98f52857-b41f-483a-88ec-6a76ab377e43.png.280x210.jpg
20190504,虹口,曲阳,蒋家桥小区 2室1厅 365万新上,365万,蒋家桥小区  | 2室1厅 | 54.22平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/588bb0af-e5ca-4ed7-8079-c4995a6bdea6.png.280x210.jpg
20190504,虹口,曲阳,大二小区 1室0厅 142万新上,142万,大二小区  | 1室0厅 | 32.38平米 | 南 | 其他 | 无电梯,
20190504,虹口,曲阳,大二小区 1室1厅 148万新上,148万,大二小区  | 1室1厅 | 32.53平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/abdccea2-e522-422d-b6d3-b4ae508bc859.jpg.296x216.jpg
20190504,虹口,曲阳,房子满五年不唯一，房东诚意出售，希望近期可以卖掉！,250万,玉田新村  | 1室0厅 | 38.45平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20171223/b4491eb1-b467-42da-a6a5-44fbee274c13.jpg.280x210.jpg
20190504,虹口,曲阳,1978年竣工，一梯四户，中户3F，8/10号线，满5唯一,193万,蒋家桥路25弄  | 1室0厅 | 32.45平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20171205/bcef4602-815a-46a9-bdcd-99902b6b6cdd.jpg.280x210.jpg
20190504,虹口,曲阳,玉田新村 1室0厅 160万,160万,玉田新村  | 1室0厅 | 29.17平米 | 南 | 简装 | 无电梯,
20190504,虹口,曲阳,大二小区 1室1厅 180万,180万,大二小区  | 1室1厅 | 34.15平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20170411/ed8ae763-3a94-477a-a5d3-99030e89eb3e.jpg.280x210.jpg
20190504,虹口,曲阳,朝北一门关带装修，低楼层，拎包入住,140万,玉田新村  | 1室1厅 | 26.29平米 | 北 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/a2007a56-206f-4a5b-bb1c-19775cb2af50.png.280x210.jpg
20190504,虹口,曲阳,一房总价低  诚心卖价格能谈 可提前交房的,200万,运光路100弄  | 1室1厅 | 36平米 | 南 | 简装 | 无电梯,
20190504,虹口,曲阳,振新大厦 3室2厅 800万,800万,振新大厦  | 3室2厅 | 154.98平米 | 东南 | 其他 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/6ff0d3c6-36ce-4150-bd91-a98566d23c17.png.280x210.jpg
20190504,虹口,曲阳,小户型，总价低，出租自住都合适，拎包住。。。,298万,双东小区  | 1室1厅 | 36.71平米 | 南 | 简装 | 无电梯,
20190504,虹口,曲阳,华虹公寓 3室2厅 1100万,1100万,华虹公寓  | 3室2厅 | 148.36平米 | 南 | 其他 | 有电梯,
20190504,虹口,曲阳,曲阳路920弄 4室2厅 688万房主自荐,688万,曲阳路920弄  | 4室2厅 | 84.91平米 | 南 | 简装 | 无电梯,
20190504,虹口,曲阳,四平路幸福村 1室0厅 218万,218万,四平路幸福村  | 1室0厅 | 34.79平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/f27b9957-211c-47f9-8400-35b08e3ffda6.png.280x210.jpg
20190504,虹口,曲阳,家乐福就在家门口的花园小区地铁也在家门口,229万,密二小区  | 1室0厅 | 36.91平米 | 南 | 精装 | 无电梯,
20190504,虹口,曲阳,满五年，精装大三房，配套成熟，小区环境好，高层电梯,880万,商检公寓  | 3室2厅 | 126.48平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/2668ac58-c1e3-49ea-bf77-73cb4b95fb02.png.280x210.jpg
20190504,虹口,曲阳,满五年唯一复式错层格局 现代风 置换诚意出售 位置好,435万,赤峰小区  | 2室1厅 | 73.38平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20170413/6c079333-63ac-40d1-9274-b230dec95020.jpg.280x210.jpg
20190504,虹口,曲阳,满五年唯一双南大两房 户型方正通透性好 诚意出售,550万,邮电二村  | 2室1厅 | 74平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/14e99084-59ae-4429-83ac-59c88e30a175.png.280x210.jpg
20190504,虹口,曲阳,大二小区 1室0厅 140万,140万,大二小区  | 1室0厅 | 30.96平米 | 东北 | 简装 | 无电梯,
20190504,虹口,曲阳,玉田新村 1室1厅 155万,155万,玉田新村  | 1室1厅 | 33.17平米 | 南 | 简装 | 无电梯,
20190504,虹口,曲阳,玉田新村 2室1厅 320万,320万,玉田新村  | 2室1厅 | 51.4平米 | 南 | 简装 | 无电梯,
20190504,虹口,曲阳,密云路471弄 2室1厅 440万,440万,密云路471弄  | 2室1厅 | 59.38平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/99b83836-f43c-463e-ab60-ae09f4ef3e4b.png.280x210.jpg
20190504,虹口,曲阳,此房满五年产权清晰签看房提前约一楼带天井,190万,运光小区  | 1室0厅 | 29.81平米 | 南 | 毛坯 | 无电梯,
20190504,虹口,曲阳,南北户型 楼层好采光无遮挡 满五唯一 房东诚意急售,315万,巴林路80弄小区  | 2室1厅 | 60.24平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/656f86fe-aa43-4835-b744-6c1127ba71e6.png.280x210.jpg
20190504,虹口,曲阳,邮电二村，房东诚意出售，看房需提前预约,490万,邮电二村  | 2室1厅 | 66.04平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20170626/810fdea0-1830-47a3-b192-dde4068f97ce.jpg.280x210.jpg
20190504,虹口,曲阳,东体小区 1室0厅 210万,210万,东体小区  | 1室0厅 | 34.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/10c85e99-108e-452e-8c9e-1cde1d44df41.png.280x210.jpg
20190504,虹口,曲阳,曲阳板块 电梯房复式户型  精装修 产权清晰,440万,赤峰小区  | 2室1厅 | 74.2平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/ab445009-4229-4dd2-aea3-411f05dbc7fb.png.280x210.jpg
20190504,虹口,曲阳,运光小区 2室1厅 330万,330万,运光小区  | 2室1厅 | 59.59平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/cad37d36-59f2-4e2d-8ddc-74066df1fb8f.png.280x210.jpg
20190504,虹口,曲阳,大二小区 1室0厅 165万,165万,大二小区  | 1室0厅 | 31.71平米 | 南 | 其他 | 无电梯,
20190504,虹口,曲阳,单价低总价低，税费各付，客户同户型总支出少，房龄新,555万,银联花园  | 3室1厅 | 87.63平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/e8dbc766-a72b-46f6-9255-9e6b0696553a.png.280x210.jpg
20190504,虹口,曲阳,西南小区 1室1厅 198万,198万,西南小区  | 1室1厅 | 28.37平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/973ea0b3-9075-4e9a-895e-f5a3ab968d9c.png.280x210.jpg
20190504,虹口,曲阳,此房为房型不错，房内格局两房朝南，采光好,900万,曲阳花苑  | 3室1厅 | 140.82平米 | 东南 | 精装 | 有电梯,
20190504,虹口,曲阳,巴林小区 1室1厅 245万,245万,巴林小区  | 1室1厅 | 39.12平米 | 东南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/2227c9ee-2083-4567-9c12-febf4c5dffaf.png.280x210.jpg
20190504,虹口,曲阳,曲一花苑 2室1厅 290万,290万,曲一花苑  | 2室1厅 | 45.56平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/bf492505-ece6-456d-b2c2-492a5ac40186.png.280x210.jpg
20190504,虹口,曲阳,巴林小区 1室1厅 260万,260万,巴林小区  | 1室1厅 | 39.12平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/2227c9ee-2083-4567-9c12-febf4c5dffaf.png.280x210.jpg
20190504,虹口,曲阳,巴林小区 2室1厅 360万,360万,巴林小区  | 2室1厅 | 57平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/7e74a250-79e4-49f4-8308-4d9f82381fc7.png.280x210.jpg
20190504,虹口,曲阳,大二小区 1室1厅 230万,230万,大二小区  | 1室1厅 | 40.99平米 | 南 | 精装 | 无电梯,
20190504,虹口,曲阳,东四小区 2室1厅 580万,580万,东四小区  | 2室1厅 | 78.81平米 | 南 | 简装 | 有电梯,
20190504,虹口,曲阳,精装一室户，四楼采光好，交通便利，业主诚心出售房主自荐,160万,玉田新村  | 1室0厅 | 28.53平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/8db6cca7-6fbd-4bb3-9686-bc2bb1b4d809.png.280x210.jpg
20190504,虹口,曲阳,考虑置换一下现诚意出售价格有空间。可接受置换客户,760万,振新大厦  | 3室1厅 | 154.98平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/6ff0d3c6-36ce-4150-bd91-a98566d23c17.png.280x210.jpg
20190504,虹口,曲阳,玉田新村小户型 近地铁 生活便利 配套成熟 朝南,145万,玉田新村  | 1室0厅 | 30.01平米 | 北 | 简装 | 无电梯,
20190504,虹口,曲阳,天宝路1008号 1室1厅 250万,250万,天宝路1008号  | 1室1厅 | 40.73平米 | 南 | 其他 | 无电梯,
20190504,虹口,曲阳,满五年不唯一 税费少 近地铁8号线 沿街门面。,150万,玉田新村  | 1室0厅 | 29.23平米 | 南 | 其他 | 无电梯,
20190504,虹口,曲阳,祥东小区(虹口) 1室0厅 220万,220万,祥东小区(虹口)  | 1室0厅 | 30.11平米 | 南 | 其他 | 无电梯,
20190504,虹口,曲阳,大西小区 1室1厅 305万,305万,大西小区  | 1室1厅 | 40.6平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/38d80c44-9c40-438f-940e-e79cf6669cdf.png.280x210.jpg
20190504,虹口,曲阳,虹连大楼 1室1厅 330万,330万,虹连大楼  | 1室1厅 | 43.76平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/59953bfb-9eb9-4286-9658-d5574966c41f.png.280x210.jpg
20190504,虹口,曲阳,运光小区 1室1厅 240万,240万,运光小区  | 1室1厅 | 41.47平米 | 南 | 精装 | 无电梯,
20190504,虹口,曲阳,大二小区 1室0厅 174万,174万,大二小区  | 1室0厅 | 33.02平米 | 南 | 简装 | 无电梯,
20190504,虹口,曲阳,运光小区 2室1厅 330万,330万,运光小区  | 2室1厅 | 60.32平米 | 南 北 | 其他 | 无电梯,
20190504,虹口,曲阳,邮电新村 1室1厅 200万,200万,邮电新村  | 1室1厅 | 36.7平米 | 南 | 其他 | 无电梯,
20190504,虹口,曲阳,大二小区 1室1厅 195万,195万,大二小区  | 1室1厅 | 32.11平米 | 南 | 其他 | 无电梯,
20190504,虹口,曲阳,赤峰小区 1室1厅 246万,246万,赤峰小区  | 1室1厅 | 37.89平米 | 南 | 其他 | 无电梯,
20190504,虹口,曲阳,北宸佳苑 2室2厅 950万,950万,北宸佳苑  | 2室2厅 | 111.63平米 | 南 北 | 简装 | 有电梯,
20190504,虹口,曲阳,运光路49号 2室1厅 305万,305万,运光路49号  | 2室1厅 | 49.47平米 | 南 | 其他 | 无电梯,
20190504,虹口,曲阳,东四小区 1室1厅 430万,430万,东四小区  | 1室1厅 | 50.68平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/c1d5979e-ae83-4fc9-ab24-db6c8c7cbfa8.png.280x210.jpg
20190504,虹口,曲阳,邮电新村 1室1厅 180万,180万,邮电新村  | 1室1厅 | 36.48平米 | 南 | 其他 | 无电梯,
20190504,虹口,曲阳,巴林小区 2室1厅 355万,355万,巴林小区  | 2室1厅 | 56.39平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/7e74a250-79e4-49f4-8308-4d9f82381fc7.png.280x210.jpg
20190504,虹口,曲阳,运光新村 3室1厅 480万,480万,运光新村  | 3室1厅 | 82.33平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/0cfc1363-5470-4957-8ba5-68ee370b87ec.png.280x210.jpg
20190504,虹口,曲阳,西边套全名户型，六层的四楼，精装修4年拎包入住新上,405万,八一小区  | 2室1厅 | 67.07平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/240dd7d8-11ea-4ba2-b663-6527009f0b9f.png.280x210.jpg
20190504,虹口,曲阳,诚意出售 楼层位置好 采光无遮挡 地铁8号线新上,308万,西南小区  | 2室1厅 | 44.39平米 | 南 | 简装 | 无电梯,
