20190504,浦东,川沙,两房朝南 厅采光明亮 中等装修  位置好 楼层佳,215万,南桥小区  | 2室1厅 | 64.4平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ecf3016d-2510-4b6d-9cbf-627bd8ea087b.jpg.296x216.jpg
20190504,浦东,川沙,总价低 小户型  中间楼层 置换方便  看房预约,135万,思凡花苑六街坊  | 1室1厅 | 51.22平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5e03588a-9c4b-49c7-b0e8-98096800b450.jpg.296x216.jpg
20190504,浦东,川沙,施湾优质小区09年动迁房 户型正气南北户型 诚心出售,215万,鑫唐绿波庭  | 2室2厅 | 76.5平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b980be24-fbb6-4c27-8ccd-5236ed67b4f5.jpg.296x216.jpg
20190504,浦东,川沙,电梯商品房，高楼层，视野好南北通透，精装修诚售,450万,水景豪园  | 2室2厅 | 108.74平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-630f7bc9-46af-460a-8394-e3b25d95b49e.jpg.296x216.jpg
20190504,浦东,川沙,1梯2户，2房朝南，1房朝北，小区中间，4楼,495万,妙境公寓  | 3室2厅 | 132.66平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7ddf535d-02a3-46f0-b78e-af832c52855d.jpg.296x216.jpg
20190504,浦东,川沙,绿海家园 南北两房 满五唯一免个税 诚意出售价格可谈,240万,绿海家园  | 2室1厅 | 65.5平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-26a857a3-798c-4020-bdd1-d786257e2b2b.png.296x216.jpg
20190504,浦东,川沙,航城园 3室1厅 286万,286万,航城园  | 3室1厅 | 116平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-01274e92-c7bd-486d-b48c-f852c8dafdce.png.296x216.jpg
20190504,浦东,川沙,城南小区 精装 两房 双南户型 诚意出售  看房方便,215万,城南小区  | 2室1厅 | 63.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-7f999803-41e4-45a0-ba16-881ee0392c14.jpg.296x216.jpg
20190504,浦东,川沙,迪士尼，轨交2号线， 地段佳，闹中取静,405万,贝越水岸名邸  | 2室1厅 | 84.45平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-b682ac48-a773-46fe-978a-cedabfaa9586.png.296x216.jpg
20190504,浦东,川沙,此房精装小两房，南北通，布局合理，满二年随时看,378万,阳光城愉景湾  | 2室1厅 | 69.57平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-59cc0b69-0b93-4fdf-8861-72b31e726839.jpg.296x216.jpg
20190504,浦东,川沙,位置好，业主诚心出售 ，南北户型 拎包入住,310万,瀚龙苑  | 2室2厅 | 76.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1e759f4c-4e23-49de-852e-bcd036f7cb40.jpg.296x216.jpg
20190504,浦东,川沙,界龙花苑精装两房 业主诚意出售、看房方便,315万,界龙花苑  | 2室1厅 | 74.08平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-eaff1ee3-b621-42b9-93ce-dd65abd4238b.jpg.296x216.jpg
20190504,浦东,川沙,川沙户型正气好房源，园西，配套好,510万,妙城公寓  | 3室2厅 | 136.74平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-06783c38-d604-482f-a2d8-d9f17bee0e80.jpg.296x216.jpg
20190504,浦东,川沙,精装修，满五唯一，随时可以看房。价格还可以聊聊,210万,新建路60弄  | 2室2厅 | 82.73平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9a3b954b-e6f3-4854-aa51-d39720c291f3.png.296x216.jpg
20190504,浦东,川沙,青厦小区刚需两房，南北户型，全明户型，近地鉄随时看,210万,青厦小区  | 2室1厅 | 57.74平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-b7712154-0fd6-4a80-b60e-2442ba15b226.png.296x216.jpg
20190504,浦东,川沙,2楼婚房装修，满五唯一税费低，得房率高房主自荐,270万,沙田公寓  | 2室2厅 | 73.29平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-75588fe0-510b-4490-9e69-5ab94ae4d320.png.296x216.jpg
20190504,浦东,川沙,合欢公寓近地铁 中间楼层 采光好 业主诚心出售,415万,合欢公寓  | 3室2厅 | 120.11平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ed2fb61a-ac4f-4667-8370-23c533f0740d.jpg.296x216.jpg
20190504,浦东,川沙,桃园新村 2房朝南 客厅带窗户 采光好 户型正气,250万,桃园新村(川沙)  | 2室1厅 | 65.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1ddd90f3-66a0-434e-a6a2-1c70c0232450.jpg.296x216.jpg
20190504,浦东,川沙,房型正气格局好，楼层好，视野宽阔，采光充足,360万,王桥苑  | 2室2厅 | 92.68平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-dbc40f48-c21e-4814-9131-ef7f960ead06.jpg.296x216.jpg
20190504,浦东,川沙,新润花苑3楼，着急出售，房型好，价格美丽，手慢无,445万,新润花苑  | 3室2厅 | 138.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2bc88cf5-745f-4f54-9a54-66703473385e.jpg.296x216.jpg
20190504,浦东,川沙,晨阳小区，位置佳，房型正气，配套完善，带一个阁楼,195万,晨阳小区  | 2室1厅 | 75.05平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2b7fa998-13d4-48d2-b8c6-b244d4fdfe42.jpg.296x216.jpg
20190504,浦东,川沙,珠光苑 4室2厅 620万,620万,珠光苑  | 4室2厅 | 150.73平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-6f6bfc9d-b86a-4cc9-8673-0da1b808e655.jpg.296x216.jpg
20190504,浦东,川沙,阳光城2016年品质小区，小区物业管理完善，人车分流,370万,阳光城愉景湾  | 2室1厅 | 70平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-bec520b1-cd2a-491d-9a68-de7f29e4f174.jpg.296x216.jpg
20190504,浦东,川沙,总价低 楼层好 精装修，采光明亮 视野开阔,232万,金湾佳园  | 2室2厅 | 85.39平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-60b39042-da60-4884-adef-9d7de2237fd1.jpg.296x216.jpg
20190504,浦东,川沙,精装小户型，改成小两室，采光加视野开阔，南北通。,165万,百欣苑  | 2室1厅 | 55.22平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f3aeeccc-d5d8-4e89-a2c3-2c77a88b8246.jpg.296x216.jpg
20190504,浦东,川沙,思凡花苑一楼附带20平天井，户型正气格局好 。,185万,思凡花苑一街坊  | 2室2厅 | 74平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e72e390e-0a94-4797-b540-86d880797468.jpg.296x216.jpg
20190504,浦东,川沙,满五不唯一免个税，南北两房，视野宽阔，采光充足.,240万,绿海家园  | 2室1厅 | 66.76平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b6811290-adaf-4db0-8926-0aa03eca272b.jpg.296x216.jpg
20190504,浦东,川沙,2房朝南，户型正气，自住装修，满2年，明厨明卫户型！,198万,新建路82弄(浦东)  | 2室1厅 | 86.51平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-04389070-5050-4f04-800a-05c7609b02c9.jpg.296x216.jpg
20190504,浦东,川沙,售后公房 满五唯一 2楼 总价低,220万,曙光南桥小区  | 2室1厅 | 60.1平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d802a969-f392-49ad-a2dd-f9a7d9c1904b.jpg.296x216.jpg
20190504,浦东,川沙,天和湖滨家园(公寓) 1室2厅 245万,245万,天和湖滨家园(公寓)  | 1室2厅 | 73.71平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-8cc92510-979a-4970-81bf-462632c586f6.jpg.296x216.jpg
20190504,浦东,川沙,临河小区，满五年唯一，小区中间位置，有钥匙,180万,临河小区  | 1室1厅 | 45.51平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f2e85225-bedb-424f-b0a7-03f6801dbc49.jpg.296x216.jpg
20190504,浦东,川沙,东站隔壁，施湾两房，大两房南北双阳台户型,245万,施湾家园  | 2室2厅 | 86.7平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0ef40ddc-ef1f-4d60-a0cf-3a9153e1e9a5.jpg.296x216.jpg
20190504,浦东,川沙,一首动迁，中间楼层+自主精装修，可拎包入户,290万,顺馨佳园  | 1室1厅 | 60.46平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-31d84b0c-ab99-4ac9-aa57-4cac47758299.jpg.296x216.jpg
20190504,浦东,川沙,城南居委 一南一北户型 满五年 看房方便,198万,城南居委小区  | 2室1厅 | 54.13平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b8b94226-0e3e-4e36-b1ee-acf513e0cc6f.jpg.296x216.jpg
20190504,浦东,川沙,满5年不唯一税费少，地段成熟，生活上方便，诚心卖房,255万,临园小区  | 2室1厅 | 73平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7a9d481c-15bd-4f07-99ff-e7536c4a25af.jpg.296x216.jpg
20190504,浦东,川沙,御景ho园 中间位置，屋内空间大，景观楼层，随时看房主自荐,645万,御景豪园  | 3室2厅 | 125.97平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-62f75b94-ba39-4ca6-bbff-9d44eca01668.png.296x216.jpg
20190504,浦东,川沙,晨阳小区，地段好，配套好，出行方便，南北通户型。,145万,晨阳小区  | 2室1厅 | 50.4平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9e925596-581a-42d1-8ef6-1d68d4e9e789.png.296x216.jpg
20190504,浦东,川沙,得房率高，两房加个阳光房不沿妙境路和幼儿园不吵,280万,妙境路338弄  | 3室2厅 | 85.33平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-570a6516-acd4-4c15-87a5-a59e4763c6ec.jpg.296x216.jpg
20190504,浦东,川沙,此房满五年唯一，到华夏东路站很方便 商品房 中间位子,450万,合欢公寓  | 3室2厅 | 127.06平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d1705adf-2e06-4505-bb5c-b94d243041b0.png.296x216.jpg
20190504,浦东,川沙,精装修 低总价三房 满五年 带院子 适合老少三代房主自荐,375万,鸿基公寓  | 3室2厅 | 117.52平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-ab32b0ae-bfa3-421b-b97e-50ed8c7115d6.jpg.296x216.jpg
20190504,浦东,川沙,房东自住精装，诚意出售，中间楼层前后无遮挡,490万,华盛名门  | 3室1厅 | 138.63平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-76ca7c8d-12b9-4f7b-af86-3b4300ceae39.jpg.296x216.jpg
20190504,浦东,川沙,东都小区，1房朝南1房朝北，楼层好，58平，190万,195万,东都小区  | 2室1厅 | 58.06平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4700a068-5ecc-4934-98cd-d6d376865f45.jpg.296x216.jpg
20190504,浦东,川沙,自住精装，满2年，6楼带阁楼，产权清晰，方便交易！,270万,晨阳小区  | 3室2厅 | 99.99平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d6ad1db7-ee65-46c2-ba95-cab77dfd907d.jpg.296x216.jpg
20190504,浦东,川沙,房子满五年免个税，6年前的装修，户型正,470万,恒乐苑  | 3室2厅 | 134.85平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1874931c-26d9-4871-a553-2b3f16aa3f54.jpg.296x216.jpg
20190504,浦东,川沙,2006年竣工的商品房，不靠路楼层、采光、装修都美丽,532万,银光苑  | 3室2厅 | 126.01平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3e28f642-24ff-41a9-8842-b955847dda26.jpg.296x216.jpg
20190504,浦东,川沙,此房满五唯一，高楼层楼间距大，视野宽阔，业主诚心卖,155万,新德五村  | 1室1厅 | 37.88平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-35954341-69d9-45c1-bce9-1e6013ec161a.jpg.296x216.jpg
20190504,浦东,川沙,观澜，新川路川沙高中旁，鹤兴苑小区内，文化宫旁边,270万,新川路300弄  | 2室1厅 | 85.72平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-c630fd9e-9e69-4433-ae9d-5f9b4dacccd8.png.296x216.jpg
20190504,浦东,川沙,天和湖滨家园精装一房，业主诚心出售,230万,天和湖滨家园(公寓)  | 1室1厅 | 66.59平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-128ab160-4f54-4b75-ac5e-9618d64c63ac.jpg.296x216.jpg
20190504,浦东,川沙,海霞新苑 1室1厅 179万,179万,海霞新苑  | 1室1厅 | 56.97平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4a1bd127-4bef-4afb-ac82-efc3177ecb88.jpg.296x216.jpg
20190504,浦东,川沙,界龙新世纪公寓 3室2厅 496万,496万,界龙新世纪公寓  | 3室2厅 | 117.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c7d69e56-6670-41de-a34c-a38f0341d518.jpg.296x216.jpg
20190504,浦东,川沙,观lan 五3  楼层好 双南户型 南北通  交通方便,235万,石皮路小区  | 2室2厅 | 69.42平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-cecc01ec-dd2f-4797-b7b3-1f195dfabc89.png.296x216.jpg
20190504,浦东,川沙,距离地铁站4号口50米不到 单价低总价低,275万,申华公寓  | 2室2厅 | 91.95平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d45f72f2-9ef4-42a6-ba72-5cea3601ffa0.png.296x216.jpg
20190504,浦东,川沙,可以一步到位的好房子！看房随时毛坯次新房，价格好谈,890万,凯佳公寓  | 3室2厅 | 129.48平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-5f28ebc8-07d7-4dee-8428-cb3a064a4c2b.jpg.296x216.jpg
20190504,浦东,川沙,售后公房！！免征增值税，看房方便，目前出租中！,265万,园西小区  | 2室1厅 | 65.62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-fcb5f708-bb12-481a-9386-53ac6d67e2ce.png.296x216.jpg
20190504,浦东,川沙,没有棱角正南正北，小区位置优，光线充足,245万,申华公寓  | 2室2厅 | 74平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bad2605f-9d7e-4381-b701-4914ec01610c.jpg.296x216.jpg
20190504,浦东,川沙,高品质小区电梯3房、人车分流、精装自住、看房预约,520万,阳光城愉景湾  | 3室2厅 | 97平米 | 南 | 精装,https://image1.ljcdn.com/310000-inspection/test-0e2ce7e6-d1d3-42f7-91f4-38069af4c976.png.296x216.jpg
20190504,浦东,川沙,近地铁出行方便  满五唯一  出门即可上高架,405万,旺族家园  | 3室2厅 | 116.83平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f292b745-fa16-491f-962f-748e278e7a00.jpg.296x216.jpg
20190504,浦东,川沙,绿海1999年房龄，一居室非顶楼，位置佳，视野开阔！,212万,绿海家园  | 2室1厅 | 66.77平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-dd9ed3d7-5c99-42fa-81f0-5b8a8c21a4ab.jpg.296x216.jpg
20190504,浦东,川沙,好楼层，精装3房厅 南北满五+业主工作原因换房急售,370万,鸿基公寓  | 3室2厅 | 112.68平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-0daf9b69-224b-4884-b20c-e5b891371ff7.png.296x216.jpg
20190504,浦东,川沙,精装三房 配套完善 一手动迁  置换诚意出售房主自荐,480万,舒馨北苑  | 3室2厅 | 118.89平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-82fee277-f717-4cf7-9306-e9c10f454162.png.296x216.jpg
20190504,浦东,川沙,中间楼层好装修大三房 房型正气一家三代其乐融融,280万,百欣苑  | 3室2厅 | 98.24平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-b410d9ac-fc81-4804-98ec-c451f2eee279.png.296x216.jpg
20190504,浦东,川沙,2000年品质小区大三房，满五唯一，随时看房！,495万,妙城公寓  | 3室2厅 | 139.91平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f2f14075-e1a7-4776-b6f6-4e4c257d12e0.jpg.296x216.jpg
20190504,浦东,川沙,南北户型格局，视野宽阔，采光充足，交通便利。,730万,永达城市公寓  | 3室2厅 | 138平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-0576a71d-0ee8-4eae-ac25-3583a7f962f4.jpg.296x216.jpg
20190504,浦东,川沙,满五唯一无个税，高品质小区，户型正气，中间楼层,205万,沙田公寓  | 1室1厅 | 55.06平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b6f65da1-7b36-4cb0-9961-bf8899fac90a.jpg.296x216.jpg
20190504,浦东,川沙,施湾川南奉公路旁精装两房带阁楼出售,200万,川南奉公路3424弄  | 2室1厅 | 90.2平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cb0ff77c-26ec-4534-b9ff-9dde2597003e.jpg.296x216.jpg
20190504,浦东,川沙,凌港城两房出售，自住装修，近凌空路，出行方便,215万,凌港城  | 2室2厅 | 74.49平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3f1d28ab-6e42-46e7-b5c5-715fd0474da7.jpg.296x216.jpg
20190504,浦东,川沙,新生小区 简单装修 大两房 房间一南一北 采光好,225万,新生小区  | 2室2厅 | 93.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5f02193d-c8fe-4224-8034-e983a2332d4c.jpg.296x216.jpg
20190504,浦东,川沙,刚需小伙伴的福音，总价低。面积小，精装修,220万,天和湖滨家园(公寓)  | 2室1厅 | 66.19平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-83c5715f-07ad-426e-9021-9091340fe80c.jpg.296x216.jpg
20190504,浦东,川沙,满五+看房方便+中等装修+诚心出售+采光好,330万,上浦小区  | 3室1厅 | 91.7平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-963e4058-25de-4289-b744-e5bbafb9b5de.jpg.296x216.jpg
20190504,浦东,川沙,海霞佳苑，二楼一房，自住装修!,168万,海霞佳苑  | 1室1厅 | 55.9平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d88ccac8-858b-438d-9bfe-8c2bba285c25.jpg.296x216.jpg
20190504,浦东,川沙,两房朝南带双阳台，居家装修，拎包即住,215万,新德路341弄  | 2室2厅 | 61.52平米 | 暂无数据 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ff3cd4fd-5dff-45af-acea-2e75a185a717.jpg.296x216.jpg
20190504,浦东,川沙,房子是小两房 总价不高满五唯一装修可以拎包入住房主自荐,215万,南市街小区  | 2室1厅 | 59.09平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6ab9b49a-4578-4b56-bd6c-c39f117ad2aa.jpg.296x216.jpg
20190504,浦东,川沙,华夏东站旁商品次新房楼层好采光好户型好适合自住拎包,385万,东方城市绿洲  | 2室2厅 | 87.64平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-5ffdf972-32f1-4eba-b443-4c249d0c1a10.png.296x216.jpg
20190504,浦东,川沙,大四房，看房方便，楼层好，楼下就是小区自带泳池,480万,妙境公寓  | 4室2厅 | 146.61平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-af93f3a5-cffd-48b2-b36a-3ebc70efe9f9.png.296x216.jpg
20190504,浦东,川沙,阳光城16年次新三房，精装修满两年，人车分流环境优美,510万,阳光城愉景湾  | 3室2厅 | 90.45平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-150b947b-f7cb-4f5d-859f-5ad5d1372c59.png.296x216.jpg
20190504,浦东,川沙,此房 满五 唯 一 精装修 南北户型  诚心出售,235万,临丰小区  | 2室1厅 | 67.56平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d7f9e94d-aeb6-4eb8-b301-3ddc489b1ace.png.296x216.jpg
