20190504,杨浦,黄兴公园,一梯3户+地铁8号线+满五唯一,295万,延吉五村  | 2室1厅 | 50.12平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f8787f68-8825-4683-b669-87f7efb8ee01.jpg.296x216.jpg
20190504,杨浦,黄兴公园,山墙全明的南北两房，8号线翔殷路站1公里，,360万,宏翔公寓  | 2室1厅 | 65平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d2ddf349-e5b4-4e27-afc5-e1ab8a8111ab.jpg.296x216.jpg
20190504,杨浦,黄兴公园,真房源，实用面积大，带天井，南北通风，采光好,325万,延吉中路320弄  | 2室1厅 | 49.21平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-65ba3b96-83bf-4ecf-8291-f9ae44144266.jpg.296x216.jpg
20190504,杨浦,黄兴公园,无抵押无贷款产权清晰房东置换出售税费少总价低,572万,远东一村  | 3室2厅 | 104.54平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1e0cfa79-44c7-4575-b1cf-5cca6d46757d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,近地铁-基金会幼儿园-南北两房-配套成熟-东边套,300万,延吉四村  | 2室1厅 | 54.39平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ecd7e395-a4b0-4e98-bdfb-bc34baa9c731.jpg.296x216.jpg
20190504,杨浦,黄兴公园,南北两房  低楼层 采光无遮挡 视野开阔,278万,延吉五村  | 2室1厅 | 50.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-98a96e09-bd34-4d88-b4a7-e5983f891f0b.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉示范小区，地铁口，三楼采光好，小区中间,185万,延吉二村  | 1室0厅 | 29.49平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-873e0c22-9d8a-43e4-8c39-f27d26076424.jpg.296x216.jpg
20190504,杨浦,黄兴公园,精装修，楼层佳，税费少，不靠马路，小区环境好，,210万,怡佳苑  | 1室1厅 | 42.13平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-b009fc80-565c-4d5a-a38e-20554fe08464.png.296x216.jpg
20190504,杨浦,黄兴公园,兰馨雅苑 2室2厅 720万,720万,兰馨雅苑  | 2室2厅 | 89.56平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-57a68f5b-5407-44d9-8ca4-08432bc23cc0.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花一村 1室1厅 195万,195万,松花一村  | 1室1厅 | 33平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a60e451f-f47e-4a11-b68e-7fd1e12443e1.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 1室1厅 210万,210万,控江四村  | 1室1厅 | 41.2平米 | 南 西 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-34e98afa-6aab-46ac-9303-bbd2082378cc.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉四村 1室1厅 220万,220万,延吉四村  | 1室1厅 | 35.79平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9e750e92-ceba-42d2-adba-56e6dbbc09be.png.296x216.jpg
20190504,杨浦,黄兴公园,佳木斯路271号 2室1厅 400万新上,400万,佳木斯路271号  | 2室1厅 | 67.24平米 | 南 | 其他,https://image1.ljcdn.com/310000-inspection/prod-1ea6c552-d2ef-4402-a3db-8fc1416fe1e1.jpg.296x216.jpg
20190504,杨浦,黄兴公园,地铁口南北通2房1厅+1996年房龄新+采光无遮挡,350万,怡佳苑  | 2室1厅 | 65.13平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-00cf5475-fb36-4111-9e74-9aa2a114345c.jpg.296x216.jpg
20190504,杨浦,黄兴公园,稀有户型，一楼，东边套，朝南一门关，精装修，满五,195万,控江东三村  | 1室1厅 | 33.98平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e5d8b787-862f-4029-96a0-261acaf83392.jpg.296x216.jpg
20190504,杨浦,黄兴公园,近黄兴路大瑞发，近五角场，南北户型通风采光好,385万,松苑小区  | 2室1厅 | 64.65平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-40d9777b-0e7e-4b6a-9a98-5c9416e2741b.jpg.296x216.jpg
20190504,杨浦,黄兴公园,随时看房，4楼，业主已定新房，价格可谈,285万,控江东三村  | 2室0厅 | 50.39平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-84e1f301-28f7-4796-aa71-5dc2fc4613ce.jpg.296x216.jpg
20190504,杨浦,黄兴公园,房东诚意出售此房，延吉中路站150米左右,150万,长白三村  | 1室1厅 | 29.82平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c72b2e98-e108-4453-bfc6-f1fe7b02d8fd.jpg.296x216.jpg
20190504,杨浦,黄兴公园,浣纱五村 2室1厅 495万,495万,浣纱五村  | 2室1厅 | 69.84平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-423219a4-18c4-4bc3-a290-310c284ac3df.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五年税费少+交通便利+配套齐全+不靠马路位置好,290万,延吉二村  | 2室1厅 | 42.25平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-16a9f71a-c003-4043-beac-8f2a3a97a500.png.296x216.jpg
20190504,杨浦,黄兴公园,南北大两房或小三房看房方便 黄兴公园M 8配套设施齐全,545万,浣纱四村  | 3室1厅 | 99.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ffb124d6-4f83-4f15-94ab-9303288891b7.jpg.296x216.jpg
20190504,杨浦,黄兴公园,文化佳园 2室2厅 830万,830万,文化佳园  | 2室2厅 | 107.11平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-31d7d303-0dd7-426b-ada0-45016884abfb.png.296x216.jpg
20190504,杨浦,黄兴公园,婚房装修 大两房 停车方便 有花园 出行方便 房型正气,635万,安波路200弄  | 2室2厅 | 104.39平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-8bed8e79-7539-4d24-9909-dd4b41a0f283.png.296x216.jpg
20190504,杨浦,黄兴公园,婚房之选，经济实惠大户型，楼近地铁，背靠公园,505万,伊格尔公寓  | 2室1厅 | 107.74平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-33d4585c-163f-4dd4-9f1e-3831af7bb3fb.png.296x216.jpg
20190504,杨浦,黄兴公园,小房子 大空间 全明户型 诚意出售 阳光遮挡不住的采光,300万,翔殷路491弄  | 2室0厅 | 49.02平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-1a3b2b2c-3370-494a-82b4-1624e017353c.png.296x216.jpg
20190504,杨浦,黄兴公园,黄兴绿园 南北通 次新小区 地铁8号线,680万,黄兴绿园  | 2室2厅 | 96.95平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8ff3dfff-68bd-4e98-b115-407ec57d0d64.jpg.296x216.jpg
20190504,杨浦,黄兴公园,南北格局 采光充足 视野宽阔 交通便利 配套设施齐全,270万,控江西三村  | 2室1厅 | 50.63平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-47bd2dde-ab3d-4455-99f1-e5affe513413.jpg.296x216.jpg
20190504,杨浦,黄兴公园,安波路200弄 2室2厅 660万,660万,安波路200弄  | 2室2厅 | 100.16平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a0a50446-66c8-42cd-9e0a-615036fe05dd.jpg.296x216.jpg
20190504,杨浦,黄兴公园,地铁八号线，黄兴公园，电梯三房，满五年,835万,佳泰花园  | 3室2厅 | 112平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-6cfe5934-6b77-44fa-9fb1-42c24ae7eb15.jpg.296x216.jpg
20190504,杨浦,黄兴公园,望春都市家园 3室2厅 820万,820万,望春都市家园  | 3室2厅 | 111.74平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9c077c24-ddaf-4e9f-ab14-66d3b34bd119.jpg.296x216.jpg
20190504,杨浦,黄兴公园,接受客户贷款 满五唯一 闹中取静,285万,安图新村  | 1室1厅 | 50.17平米 | 西南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-dc931e20-eadb-4dd3-8450-6b9fe10e7851.png.296x216.jpg
20190504,杨浦,黄兴公园,面积小 总价低 诚意出售  租金稳定,200万,兰花新村  | 1室1厅 | 34.16平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-37f15630-d779-45da-8da3-35e7b0c49646.png.296x216.jpg
20190504,杨浦,黄兴公园,电梯一房，总价低，满五年不唯一，厅卧朝南。,405万,九州花苑  | 1室1厅 | 73.84平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-52a9fa79-f671-4e38-89fd-2f5e90f45c0d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,房子总价低，满五年房东多套房产有个点个税，商品房,518万,靖宇东路85弄  | 2室1厅 | 87.93平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6aa8202e-7fc5-40a5-88be-6d5f1f43220a.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 2室0厅 265万,265万,控江四村  | 2室0厅 | 47.9平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3abf99a8-644c-48e8-9017-8c5a292b0903.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉五村 1室1厅 170万,170万,延吉五村  | 1室1厅 | 34.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e634d426-410d-4dc9-b743-86b86f92067b.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花一村 2室1厅 250万,250万,松花一村  | 2室1厅 | 50.45平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ec939885-3691-4f85-a8f7-bc0495bc707c.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉六村 1室1厅 315万,315万,延吉六村  | 1室1厅 | 51.78平米 | 南 西 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-7a6661dc-7f98-4d8c-8ba8-933d8b147866.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉东路130弄 2室1厅 190万,190万,延吉东路130弄  | 2室1厅 | 35.79平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3c07eb43-553a-409d-8ec6-d9bfe8bcc45f.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五年两房朝南，业主税费自付，五角场，采光充足。,520万,双花公寓  | 2室1厅 | 75.94平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-88fc1b49-64a7-4600-9160-5974b51059d3.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 1室1厅 155万,155万,控江四村  | 1室1厅 | 33.84平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7524182e-40c8-4183-90fb-c7999f4a289a.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江西三村 2室1厅 280万,280万,控江西三村  | 2室1厅 | 50.65平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6a01cbe9-9716-48dd-9012-847b860a0035.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉七村 3室2厅 388万,388万,延吉七村  | 3室2厅 | 50.08平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4eb51b34-3c71-45a6-ac53-84d172ad6581.jpg.296x216.jpg
20190504,杨浦,黄兴公园,诚意出售 商圈成熟  看房随时方便,235万,延吉中路310弄  | 1室1厅 | 45.54平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-40b257a3-456d-4597-abe6-8845069f3275.png.296x216.jpg
20190504,杨浦,黄兴公园,产权清晰，诚意出售，房型好，清爽干净,638万,黄兴绿园  | 2室2厅 | 95.01平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-88c3ed38-e444-4fb3-845b-34e2c48e48b3.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 2室1厅 245万,245万,控江五村  | 2室1厅 | 46.34平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-da15bbfc-a5f4-4632-ab90-87ab784cb531.png.296x216.jpg
20190504,杨浦,黄兴公园,锦兰苑  大三房  满五不唯一  8号线,1000万,锦兰苑  | 3室2厅 | 120.24平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-38e09b68-ed0d-410b-bd0c-1cbed8910c33.png.296x216.jpg
20190504,杨浦,黄兴公园,松益公寓 2室1厅 495万房主自荐,495万,松益公寓  | 2室1厅 | 86.92平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-d3c83a32-a80e-43cc-b4c1-90876899c04a.png.296x216.jpg
20190504,杨浦,黄兴公园,南北两房 小区中间 采光无遮挡,300万,延吉五村  | 2室1厅 | 50.19平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-6fb3459d-57d1-4138-989c-04e278c55d77.png.296x216.jpg
20190504,杨浦,黄兴公园,次新高品质小区，精装修楼层佳，采光无遮挡、通风好,560万,靖宇家园  | 1室2厅 | 75.01平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-930a76d8-89f3-47e5-bcfb-3e3d1d3189e7.png.296x216.jpg
20190504,杨浦,黄兴公园,兰馨苑 两房两厅 满五唯一 采光好 8号线,810万,兰馨苑(杨浦)  | 2室2厅 | 103.9平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-958a82e9-3450-43f0-9c99-89ddf4a15766.png.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一无个税，看房方便，诚意出售,700万,汇元坊  | 2室2厅 | 98.5平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-10cc4df1-8f72-49bf-841c-4aaa2d176dfc.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江西三村 1室0厅 230万,230万,控江西三村  | 1室0厅 | 39.5平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7a13d9c3-7e22-4354-827f-cf2b7318b5d0.jpg.296x216.jpg
20190504,杨浦,黄兴公园,诚意出售，精致装修，小区环境好，绿化好,820万,佳泰花园  | 3室2厅 | 121.29平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-486b5e4a-45fc-4cbd-a13a-26d5a85d2821.jpg.296x216.jpg
20190504,杨浦,黄兴公园,金宇名邸 2室2厅 860万,860万,金宇名邸  | 2室2厅 | 124.88平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-43ae64a0-3079-4a15-844a-4c1e23c8e1e5.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一，没有抵押，产权清晰，诚意出售,398万,杨浦欣园  | 1室2厅 | 58.97平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-41ae053d-8a72-4848-9d17-540724c44469.jpg.296x216.jpg
20190504,杨浦,黄兴公园,浣纱六村 满五唯一，税费少，采光好。,406万,浣纱六村  | 2室1厅 | 72.32平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-741295f1-c12c-4d1c-b7ce-9ac8cbf28654.jpg.296x216.jpg
20190504,杨浦,黄兴公园,黄兴绿园四房，有产权车位。8M地铁回民黄兴公园,1110万,黄兴绿园  | 4室2厅 | 158.25平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-5b67ac3f-7fab-43a7-83b4-973fb08f0e67.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一（1楼带天井附加10平方天井）诚心卖+单价低,175万,延吉三村  | 1室1厅 | 27.74平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9c8179a5-0372-454f-b95c-c3af3a9d19a6.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 1室0厅 170万,170万,控江五村  | 1室0厅 | 33.14平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-be590892-66f1-4fd3-a21d-0d9684f18bbe.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 1室0厅 185万,185万,控江四村  | 1室0厅 | 30.55平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-693fe7f2-03ab-4d6b-88d7-375f22263038.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉七村 1室1厅 245万,245万,延吉七村  | 1室1厅 | 43.92平米 | 东南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-d6fd45e4-f062-493a-93da-d3c1d4859f73.jpg.296x216.jpg
20190504,杨浦,黄兴公园,浣纱六村 满五唯一，税费少，采光好黄兴公园地铁站,215万,浣纱六村  | 1室1厅 | 40.28平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-b747788b-e3a5-4d95-82e1-523d65c79747.jpg.296x216.jpg
20190504,杨浦,黄兴公园,福阳大厦 2室2厅 610万,610万,福阳大厦  | 2室2厅 | 92.93平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-f9aa42c2-53e0-41c7-afe5-f8c71e9d9726.png.296x216.jpg
20190504,杨浦,黄兴公园,双南，两房精装修，视野开阔，采光无遮挡。,410万,双阳路594弄  | 2室1厅 | 53.05平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-37f6d12f-da19-4bee-a67e-d77f28afe3d6.png.296x216.jpg
20190504,杨浦,黄兴公园,松益公寓 2室1厅 385万,385万,松益公寓  | 2室1厅 | 67.82平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-6683bcd6-c449-4d40-9235-d947c5a42833.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉中路320弄 2室1厅 290万,290万,延吉中路320弄  | 2室1厅 | 48.08平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a80cbef3-2101-4652-bfc7-0dd6395a82d8.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控二 三房 总价低 看房方便 双南双天井 满五售后公房,460万,控江六村  | 3室1厅 | 63.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-565c0b3d-d14c-4a0c-93cc-42e65b99e37d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,佳木斯路120号 2室1厅 326万,326万,佳木斯路120号  | 2室1厅 | 58.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-38950947-2e7d-43f7-896b-c35a220522e4.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉五村 1室1厅 212万,212万,延吉五村  | 1室1厅 | 36.23平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8e768938-c45b-4ef9-bca2-b07804516353.jpg.296x216.jpg
20190504,杨浦,黄兴公园,长白三村 1室0厅 148万,148万,长白三村  | 1室0厅 | 28.62平米 | 北 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bbad4118-6e78-4b3a-be05-b621e45676ad.jpg.296x216.jpg
20190504,杨浦,黄兴公园,双南户型，中间楼层，近五角场，黄兴公园，地铁8号线,285万,兰花新村  | 2室1厅 | 47.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3a259ebd-6770-491c-b742-437d16f64775.jpg.296x216.jpg
20190504,杨浦,黄兴公园,采光充足，前方无遮挡，生活配套齐全，交通便利,230万,控江五村  | 1室1厅 | 45.3平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-e65c4ecc-f185-4bbd-8b53-cf9b448fcb0f.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江东三村 4室2厅 560万,560万,控江东三村  | 4室2厅 | 88平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-e7c4a0f5-358b-44aa-b1b1-9bf291427534.jpg.296x216.jpg
20190504,杨浦,黄兴公园,伊格尔公寓 2室1厅 500万,500万,伊格尔公寓  | 2室1厅 | 96.22平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-6dfbe8a3-6d3e-4fa9-a221-ee093fb90b81.jpg.296x216.jpg
20190504,杨浦,黄兴公园,总价低 满五年唯一品质小区视野开阔采光好精装修,225万,怡佳苑  | 1室1厅 | 42.13平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9edc1081-5892-4ed1-a87a-aa22aa61d05d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,采光好  近大润发  五角场   内环边上  房龄新,345万,松苑小区  | 2室1厅 | 64.65平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-0b9045dc-d6fc-46b7-8cf1-f4abf26f2631.png.296x216.jpg
20190504,杨浦,黄兴公园,控江二村107弄小区 2室2厅 380万,380万,控江二村107弄小区  | 2室2厅 | 77.64平米 | 东 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1b21d10f-ef8a-4351-9bac-ee856f3fcb74.jpg.296x216.jpg
20190504,杨浦,黄兴公园,房子是满五唯一，房东诚意出售，地铁8号线,910万,黄兴绿园  | 3室2厅 | 136.67平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-2d3a1ae9-a832-4b4c-bad7-47d70ea651a0.png.296x216.jpg
20190504,杨浦,黄兴公园,怡佳苑 1室1厅 290万,290万,怡佳苑  | 1室1厅 | 52.48平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-04ed495e-86e9-411d-ad3f-e426bc0ce5d8.png.296x216.jpg
20190504,杨浦,黄兴公园,金宇名邸 三房户型 毛坯 可按自己风格装修,805万,金宇名邸  | 3室2厅 | 126.38平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-b7bedfcf-cae0-4028-bca7-c1f802709942.png.296x216.jpg
20190504,杨浦,黄兴公园,（精装修+附加装修）（满五唯一 ）看房随时+急卖,218万,延吉三村  | 1室0厅 | 34.55平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-76fc1c34-2f4c-4dd9-82a3-ac05bcbff06e.png.296x216.jpg
