20190504,浦东,陆家嘴,电梯房高区全南全明户型，一手售后公房，满五年唯一,568万,东园一村  | 2室1厅 | 69平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-aa0019ca-33fc-4826-b4ac-be096a43474c.jpg.296x216.jpg
20190504,浦东,陆家嘴,业主儿子做生意需要资金 诚意出售 约我随时可看,240万,东南新村(浦东)  | 1室0厅 | 34.69平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9895600b-6ab3-4513-8951-bb005a56e259.png.296x216.jpg
20190504,浦东,陆家嘴,崂山三村 2室1厅 380万,380万,崂山三村  | 2室1厅 | 47.69平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bf2556a9-6ec8-4efa-83da-20835923d3e2.png.296x216.jpg
20190504,浦东,陆家嘴,久阳滨江公寓 1室1厅 550万,550万,久阳滨江公寓  | 1室1厅 | 69.78平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-9b5e05e5-f21d-4902-8c85-341809b51a40.jpg.296x216.jpg
20190504,浦东,陆家嘴,近2/4/6/9号地铁  满五唯一  户型方正 地段好 急售,575万,陈家宅小区(潍坊西路)  | 2室1厅 | 75平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-e6573832-6247-40f3-b5fb-272e1fd0ecaa.jpg.296x216.jpg
20190504,浦东,陆家嘴,单价低，滨江板块高层住宅，税费低，业主诚意出售,560万,众鑫大厦  | 2室2厅 | 118.06平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-d61d7e8b-a6d4-4269-8067-afbafcf48be5.png.296x216.jpg
20190504,浦东,陆家嘴,春季好房内环内电梯两房 精装好房税费少,475万,滨江大楼  | 2室1厅 | 70.76平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-fccf621d-893a-4411-a06d-b2f84e1d0890.png.296x216.jpg
20190504,浦东,陆家嘴,世茂09年新房、品质一房、中区景观房、有钥匙随时看！,900万,世茂滨江花园  | 1室1厅 | 93平米 | 西 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-3d1bd418-6b30-4bec-9cac-cbc2b0a9e401.png.296x216.jpg
20190504,浦东,陆家嘴,精装大一房，随时可入住陆家嘴，孩子读书近妈妈更放心,245万,东南新村(浦东)  | 1室1厅 | 39.06平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-15314f0c-a90f-444c-9df9-ee32de4d82b3.jpg.296x216.jpg
20190504,浦东,陆家嘴,紫光大厦 2室2厅 680万,680万,紫光大厦  | 2室2厅 | 114.19平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-6dd8188f-5b52-42f5-b25a-a7337562bf71.png.296x216.jpg
20190504,浦东,陆家嘴,东园一村 2室1厅 480万,480万,东园一村  | 2室1厅 | 52.72平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d0583998-83c9-4e33-a861-49d8dff889e6.jpg.296x216.jpg
20190504,浦东,陆家嘴,小孩出国急售+中间楼层+洋泾菊园+双南两房,308万,东南新村(浦东)  | 2室1厅 | 47.15平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-de21b00f-5889-4bc6-a24f-299d40c9a875.jpg.296x216.jpg
20190504,浦东,陆家嘴,东园一村 2室1厅 470万,470万,东园一村  | 2室1厅 | 54.65平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1586f2ee-65d7-4d23-b5f2-f344795bab2e.jpg.296x216.jpg
20190504,浦东,陆家嘴,荣成小区 1室0厅 292万,292万,荣成小区  | 1室0厅 | 34平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8110817b-518b-4776-96ab-ce7fd0e3c92c.jpg.296x216.jpg
20190504,浦东,陆家嘴,小区中间位置，楼层适中，诚意出售,330万,东园四村  | 1室0厅 | 36.04平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-892ea92a-8f5c-49fd-9a7d-9bf70b75e4d2.jpg.296x216.jpg
20190504,浦东,陆家嘴,房改售房 无增值税和个税 2号线 地铁口,650万,东昌大楼  | 2室2厅 | 107.46平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-42539388-00f3-4343-b37f-9a519120c888.jpg.296x216.jpg
20190504,浦东,陆家嘴,业主上门调价 精装双南两房 满五唯一  约我随时看,285万,东南新村(浦东)  | 2室0厅 | 45.24平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e311d0e2-b3c3-41ea-a613-464940d16058.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴总价低的电梯房，总价低，户型正，近地铁。,390万,东港公寓  | 2室1厅 | 54平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-62f01041-c960-4b65-add6-57d74b55550c.jpg.296x216.jpg
20190504,浦东,陆家嘴,户型方正四房，适合居家，业主诚意出售。,1580万,江临天下  | 4室2厅 | 196.08平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-2fda38c0-01f7-4336-817e-05409b086ff8.jpg.296x216.jpg
20190504,浦东,陆家嘴,仁恒滨江园 3室2厅 1360万,1360万,仁恒滨江园  | 3室2厅 | 130.64平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-f104ab5c-8526-48b6-ae39-fd513e93b40a.png.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴地段 南北阳台 客厅2卧室均朝南 是明户型 满5年,1080万,浦江茗园  | 3室2厅 | 122平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-ea10aa8e-8468-4ec9-be87-9fcc734a3d4a.png.296x216.jpg
20190504,浦东,陆家嘴,仁恒滨江园 4室2厅 2700万,2700万,仁恒滨江园  | 4室2厅 | 241.7平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-47b763a9-a970-4704-ae2d-f3bf3e581287.png.296x216.jpg
20190504,浦东,陆家嘴,菊园 3室2厅 1280万,1280万,菊园  | 3室2厅 | 139.02平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-1dd3abae-f010-4463-8034-fe535d727535.png.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴精装两房，房东诚意出售 满五唯一 看房方便房主自荐,345万,谢家宅小区  | 2室1厅 | 54.44平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-84f969d1-583a-4d9c-aa56-93012d30348f.jpg.296x216.jpg
20190504,浦东,陆家嘴,老业主卖房 2号线地铁口 重新装修过 预约看房,430万,东昌新村  | 2室1厅 | 48.33平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-6c552d71-1088-4a4d-ab4a-de645c6af69b.png.296x216.jpg
20190504,浦东,陆家嘴,2 4号线 一梯四户 中间楼层双南 83年可贷款 满五年,290万,崂山新村  | 2室1厅 | 45.16平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-61626aca-f64c-48f9-8711-8a785831848c.png.296x216.jpg
20190504,浦东,陆家嘴,崂山二村 86年小区  一梯四户 独门独户 南北两房,335万,崂山二村  | 2室1厅 | 52平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-17da8c78-567c-4564-827b-844adf9a86d2.png.296x216.jpg
20190504,浦东,陆家嘴,特殊户型一楼带花园！南北通！户型方正！日照充足！,990万,菊园  | 2室2厅 | 110.29平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-3c3e3b19-e728-4a19-a4e5-861df9e9eb4c.png.296x216.jpg
20190504,浦东,陆家嘴,满五唯一+业主很诚意+ 随时看房+中间楼层+菊园洋泾房主自荐,233万,东南新村(浦东)  | 1室1厅 | 34.91平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c6a6f0db-e92c-4a96-85a9-269f71457e2c.jpg.296x216.jpg
20190504,浦东,陆家嘴,申金大厦 2室2厅 820万,820万,申金大厦  | 2室2厅 | 106.86平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-6baa8067-4104-48d3-a070-626ec12d52cb.jpg.296x216.jpg
20190504,浦东,陆家嘴,有车位！满五唯一！边套全明户型！安静不靠路！,840万,百富达公寓  | 3室2厅 | 123平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-744624b8-fc92-4f5c-a3ad-79d06c22e527.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴婚房装修一房  满五唯一，房东诚意出售，,330万,谢家宅小区  | 1室1厅 | 51.95平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cba685ca-d883-4f6b-83c9-2d072f53fdb0.png.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴南北通透边套精装两房 老业主急售方便看,330万,东明新村  | 2室1厅 | 49.91平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-129c73be-4e4d-4723-a8f6-bd7969a65f58.jpg.296x216.jpg
20190504,浦东,陆家嘴,乳山二村 1室1厅 300万,300万,乳山二村  | 1室1厅 | 40.7平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8df69d3e-5e78-4766-bcf2-06cf93ab8472.jpg.296x216.jpg
20190504,浦东,陆家嘴,业主上门挂牌 房子已经买好 维一  约我随时看,255万,东南新村(浦东)  | 1室1厅 | 42平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-000075d7-d527-427c-8aeb-231cfbdb5ece.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴金融区，全明通透两房，楼层好，满五税少不靠路,450万,陈家宅小区(潍坊西路)  | 2室1厅 | 61平米 | 东南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-934e2284-8f70-46d8-bb8c-7faf2fd38249.jpg.296x216.jpg
20190504,浦东,陆家嘴,中间位置、楼层 近地铁 满五唯一 精装 拎包自住或出租,380万,乳山四村  | 2室1厅 | 50.3平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cfaa33cb-c31d-440d-9623-3548b30ebf34.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴一线江景小两房，双南，客厅也朝南，看黄浦江的,1750万,滨江凯旋门  | 2室2厅 | 144.36平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-43552266-a3a1-4fb6-9c1d-e2b902ff7032.png.296x216.jpg
20190504,浦东,陆家嘴,满五唯一 全南2房 全明格局 采光好 不临街 封闭式管理,950万,菊园  | 2室2厅 | 102.27平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-67c9dea3-ef35-4324-812f-675275fa119f.png.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴区域，纯住宅产权，张家浜河边上，闹中取静。,898万,京城大厦  | 3室2厅 | 140.05平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-c78f86c8-fc4d-420b-8a7d-355ab3f489b1.jpg.296x216.jpg
20190504,浦东,陆家嘴,凯旋门精装修大两房，随时看房，诚意出租出售！,3600万,滨江凯旋门  | 2室2厅 | 181.75平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-ac50b2c0-eddd-403c-a5f7-c1f631fbb0ba.png.296x216.jpg
20190504,浦东,陆家嘴,双南户型，保养一般，钥匙房，诚意出售。,415万,东园二村  | 2室0厅 | 47.95平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3aa71550-dbfa-4cf2-b29f-18972824e208.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江西南朝向大两房，看英式大草坪，户型方正！,1650万,世茂滨江花园  | 2室2厅 | 174.61平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-e3c5b9cd-6150-4a89-9dd1-2384a3120f03.jpg.296x216.jpg
20190504,浦东,陆家嘴,电梯高层，南北通房子，业主自住，看房随时,750万,百富达公寓  | 2室2厅 | 124.61平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-843aab8a-fc47-48d1-b0c4-36f1c1cf46d5.jpg.296x216.jpg
20190504,浦东,陆家嘴,五月好房+中间楼层+边套户型+陆家嘴一梯两户+近期可看,650万,众盛公寓  | 3室2厅 | 109.85平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6daf3740-e7c1-4dec-b917-1add24d0a127.jpg.296x216.jpg
20190504,浦东,陆家嘴,电梯两房，总价低，地段好，福利分房，看房方便,380万,爱建大楼  | 2室1厅 | 55.85平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-1c599c38-5cc1-40db-a0a9-46853c29c94c.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江花园 2室2厅 1300万,1300万,世茂滨江花园  | 2室2厅 | 124.58平米 | 西 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-25e112c7-ebc0-4e45-912b-0c5d43de5da4.png.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴地段，双南主卧，带双南天井，看房有钥匙,380万,三航小区  | 2室1厅 | 51.82平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-956cdc14-7c7f-4806-a942-e4dce202dc90.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴精装两房 诚意出售 随时看房,425万,谢家宅小区  | 2室1厅 | 60平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-fddc965b-85f1-4dbd-90df-4cc6060bca84.jpg.296x216.jpg
20190504,浦东,陆家嘴,乳山四村 1室1厅 298万,298万,乳山四村  | 1室1厅 | 35.4平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-1257dcd7-1fc6-45ca-b973-417d1768849f.png.296x216.jpg
20190504,浦东,陆家嘴,售后公房满五 独门独户 卧室和卫生间都朝南 好出租,230万,崂山二村  | 1室1厅 | 34.04平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4c4eaaad-5a46-41a0-8ac9-a98d77f59c86.jpg.296x216.jpg
20190504,浦东,陆家嘴,离地铁近，出租精装修，使用面积大，朝南一门关的房子,235万,崂山二村  | 1室1厅 | 37.17平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-2e33ca46-a14a-4b6c-a58d-2cb11759f0eb.png.296x216.jpg
20190504,浦东,陆家嘴,东昌新村 2室0厅 400万,400万,东昌新村  | 2室0厅 | 48.7平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-46bde69f-8d1f-4f4f-b2c2-5c618f58f1f9.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴世茂135平急售！好房不等人啊，抓紧时间下手,1250万,世茂滨江花园  | 2室2厅 | 135.71平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-67fd6bba-4e67-4447-a952-c169deada23a.jpg.296x216.jpg
20190504,浦东,陆家嘴,众盛公寓 3室2厅 530万,530万,众盛公寓  | 3室2厅 | 94.02平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-05f4c2b4-3d9e-4c9c-9512-ba962e6ec7c1.jpg.296x216.jpg
20190504,浦东,陆家嘴,一层一户得房率高，带4个阳台，可以江景城市景视野好,1700万,瑞苑公寓  | 3室2厅 | 227平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-101953c3-56de-458f-aef8-a9140d33aa9c.png.296x216.jpg
20190504,浦东,陆家嘴,二手900万买入税费少，全新装修，诚意出售价格可谈。,1580万,仁恒滨江园  | 3室2厅 | 171.15平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-fe97bbe6-1378-406d-98c2-db379bcdd472.png.296x216.jpg
20190504,浦东,陆家嘴,一线江景，精心装修，得房率高，诚意出售。看房方便,2000万,滨江凯旋门  | 2室2厅 | 144.56平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-645f3a6a-9cf2-4703-8cea-8c3e89d48da2.png.296x216.jpg
20190504,浦东,陆家嘴,楼层好、视野好、业主诚卖，看房方便，价格可谈,485万,上船大楼  | 2室2厅 | 69.09平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-b6c3f973-132e-4cea-a0c8-f4d20ac0efb1.jpg.296x216.jpg
20190504,浦东,陆家嘴,上船大楼 1室1厅 490万,490万,上船大楼  | 1室1厅 | 63.49平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-9b55fbaa-5d59-43ee-921e-860837c190c0.jpg.296x216.jpg
20190504,浦东,陆家嘴,看三大神器，采光通风好，业主诚意出售，首付无要求,515万,久阳滨江公寓  | 1室1厅 | 71.15平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-df96adc1-0e1e-4e14-82eb-b97f95193019.jpg.296x216.jpg
20190504,浦东,陆家嘴,滨江大楼 2室2厅 480万,480万,滨江大楼  | 2室2厅 | 70.76平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-94044d3e-cb3c-4111-ba54-41bf19edf179.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴内环内，全新装修，拎包入住。,300万,东南新村(浦东)  | 1室1厅 | 39.45平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d9d2e535-fbb4-4150-b3fd-ea989e130056.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴烫金地段  业主诚意出售看房提前约看,550万,陈家宅小区(潍坊西路)  | 2室1厅 | 71.11平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-bf101327-6713-4bf9-8a94-3b49057b626a.jpg.296x216.jpg
20190504,浦东,陆家嘴,陈家宅小区(潍坊西路) 2室1厅 550万,550万,陈家宅小区(潍坊西路)  | 2室1厅 | 71.11平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-f579e6fd-b98b-4c16-b997-7055b4ae6aa3.jpg.296x216.jpg
20190504,浦东,陆家嘴,业主诚出售 电梯房 随时可看 价格可谈,340万,滨康大楼  | 1室1厅 | 49.64平米 | 西南 | 简装,https://image1.ljcdn.com/310000-inspection/prod-91ff5319-ebe7-4e81-9845-00020ebf5261.jpg.296x216.jpg
20190504,浦东,陆家嘴,老客户置换出售，高层朝南一室户，自住看房方便1,398万,滨江大楼  | 1室1厅 | 59.65平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-8258fd73-4ef1-4b10-afd0-e62a011f0bef.jpg.296x216.jpg
20190504,浦东,陆家嘴,中间位置，中区楼层， 南北通透，全明户型,345万,兰园小区  | 2室1厅 | 53.05平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-87104788-1442-4f3c-abbd-a84b536084fb.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴朝南一房，业主诚意卖，看房方便，旁边八佰伴,228万,东南新村(浦东)  | 1室1厅 | 34.91平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-587d28b9-6110-4914-9c40-ad007276d1f0.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴精装两房 自住保养佳 中间楼层 约我随时看房主自荐,468万,兰园小区  | 2室1厅 | 60.93平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9474ce9e-d5d3-4c88-895c-dde21fc2fb26.jpg.296x216.jpg
20190504,浦东,陆家嘴,黄浦江近在咫尺；房型大；地铁4 14号线;配套齐全,820万,荣成大厦  | 2室2厅 | 113.51平米 | 东南 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-b2d8583f-25d8-4bec-a01b-9f2fab5ed8da.jpg.296x216.jpg
20190504,浦东,陆家嘴,盛大金磐 2室2厅 1450万,1450万,盛大金磐  | 2室2厅 | 121.55平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-a76a01db-4f13-49c4-977e-2b3eb39a113f.png.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴精装双南2房，位置安静，中间楼层，随时看房,355万,乳山四村  | 2室0厅 | 48.37平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-c8bb60ad-b3d1-441f-afdc-7ae1a6e35e3e.png.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江花园 1室1厅 950万,950万,世茂滨江花园  | 1室1厅 | 88.4平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-1ec5e410-25aa-4e93-9dc5-a8da2e5f4943.png.296x216.jpg
20190504,浦东,陆家嘴,中区楼层，视野开阔，采光充足，配套完善，交通便利,680万,滨江大楼  | 2室2厅 | 92.15平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-0a50c994-b06c-473b-b43e-dc8e34dcf1d7.png.296x216.jpg
20190504,浦东,陆家嘴,全南户型，温馨两房，新装修保养好，方便看房，看中谈,990万,天科苑  | 2室2厅 | 107.5平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-7cd547b4-8386-4e44-a948-f011de14d1bc.png.296x216.jpg
20190504,浦东,陆家嘴,三航小区 2室1厅 390万,390万,三航小区  | 2室1厅 | 48.62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8544236f-820e-43fb-84f0-a40167b75304.jpg.296x216.jpg
