20190504,浦东,金杨,6号线距离200米双南全明通透户型+精装修税费低随时看,318万,金杨新村三街坊  | 2室1厅 | 60.75平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/0ba53f21-b7ee-46a2-b12f-fcfce2e45db0.jpg.296x216.jpg
20190504,浦东,金杨,97年商品房 一梯两户 诚意出售 全明户型 金芝苑,530万,金芝苑  | 2室2厅 | 88.87平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-b2c4cbba-cf3e-47e0-9973-3ce311eeef03.png.296x216.jpg
20190504,浦东,金杨,五街坊 三房考马路不考变电站 一梯两户 双南全明,380万,金杨新村五街坊  | 3室1厅 | 71.94平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-e88358f7-0b93-44b8-adfb-7b6956450a29.jpg.296x216.jpg
20190504,浦东,金杨,双南两房 满五唯一税少 诚心出售 看房联系维护人,468万,黄山新村  | 2室1厅 | 52.34平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ab18d310-d286-4205-999b-9800dbbe449f.jpg.296x216.jpg
20190504,浦东,金杨,香山西南街坊（双南三房）自住诚售+看房方便花园位置,690万,香山新村西南街坊  | 3室2厅 | 121.08平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d4403f6b-7275-460d-bfe0-1f88a2772cac.png.296x216.jpg
20190504,浦东,金杨,小区中间位置+三楼位置+一梯两户+精装修一年+有钥匙,380万,金杨新村九街坊  | 2室2厅 | 73.54平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-01e59189-c4d1-4f0b-9e62-061361d9e50e.jpg.296x216.jpg
20190504,浦东,金杨,精装大两房，总价低，一梯三户东边套，好楼层采光好,350万,罗山四村  | 2室1厅 | 71平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b5fd5098-6445-4779-bbb4-acecb6e133f5.jpg.296x216.jpg
20190504,浦东,金杨,带前后花园，位置安静，随时可以看，价格可谈,720万,弘扬雅苑  | 2室2厅 | 91.8平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-92becc9d-b080-4398-8dd7-f75474fd2d46.png.296x216.jpg
20190504,浦东,金杨,香山西北街坊  ，出行方便  ， 户型好,405万,香山新村西北街坊  | 2室2厅 | 81.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-82479932-ef8d-41c5-ac79-d5dd6bc40da0.png.296x216.jpg
20190504,浦东,金杨,仁和花苑，品质小区，近地铁，健身楼层，视野宽阔,520万,仁和花苑  | 3室2厅 | 94.24平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-eef97ca4-f5b5-4135-b830-c8028750ab53.png.296x216.jpg
20190504,浦东,金杨,新上房源：动迁双南，一T两户，产权清晰，非顶楼，诚,330万,香山新村西北街坊  | 2室1厅 | 62.87平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c021ae26-b67c-4089-a592-c31d5fc59b2a.jpg.296x216.jpg
20190504,浦东,金杨,弘扬雅苑  三房朝南  户型方正 业主诚意出售,900万,弘扬雅苑  | 3室2厅 | 116.04平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-07a503b8-1242-492d-bad9-6f239b6be155.png.296x216.jpg
20190504,浦东,金杨,一梯两户，南北户型，非顶楼，精装修，靠金桥国际房主自荐,285万,金杨新村九街坊  | 2室1厅 | 56.03平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4c92e976-9138-48cb-ab02-640dbefacf84.jpg.296x216.jpg
20190504,浦东,金杨,精装南北通大三房,接受置换,花园位置,看房预约,实拍,920万,通联苑  | 3室2厅 | 132.82平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-cb5c85f9-c443-4fae-8858-ea65e5f5470b.png.296x216.jpg
20190504,浦东,金杨,金杨七街坊 1室1厅 250万,250万,金杨七街坊  | 1室1厅 | 46.51平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-dd353897-1182-49fb-a03a-96815c993ef6.jpg.296x216.jpg
20190504,浦东,金杨,急售，精装修，配套齐全，出租好价格，看房随时,110万,百舸商务酒店公寓  | 1室1厅 | 43.04平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-49461491-92a6-4ef9-b8ee-9d660f1f5088.jpg.296x216.jpg
20190504,浦东,金杨,楼层好 南北通2房 厅带窗可改大 近地铁6+9号线房主自荐,295万,香山新村西南街坊  | 2室1厅 | 56.18平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b4de9f8f-a47a-43c0-ad23-f3c3a9a09c76.jpg.296x216.jpg
20190504,浦东,金杨,金杨新村五街坊 1室1厅 263万,263万,金杨新村五街坊  | 1室1厅 | 46.39平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cb8d736a-7bf5-410e-89d0-b73229955cce.jpg.296x216.jpg
20190504,浦东,金杨,房东诚心出售   精装修  产权清晰   采光充足,640万,蝶恋园  | 2室2厅 | 93.65平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5d284d42-31cf-49f5-8ab4-ea67ed4f75db.jpg.296x216.jpg
20190504,浦东,金杨,一手动迁，中间楼层，满五不唯一，税费少，诚意出售,460万,罗山七村  | 3室1厅 | 84.41平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e796cf24-daf3-49a7-a791-0a7c2b472a5b.jpg.296x216.jpg
20190504,浦东,金杨,金杨新村三街坊 2室1厅 339万,339万,金杨新村三街坊  | 2室1厅 | 57.77平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-10ddbf19-1956-4275-89c3-c430e54604d1.jpg.296x216.jpg
20190504,浦东,金杨,罗山六村 2室1厅 360万,360万,罗山六村  | 2室1厅 | 70.46平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-55498538-168c-45b4-b86e-949dbe9c4d30.jpg.296x216.jpg
20190504,浦东,金杨,小区央座，中间楼层，双南全明户型，满五年唯一无个税,385万,罗山一村  | 2室1厅 | 75.18平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2092d16d-b3ff-4045-a2fd-10a6100b9ab9.jpg.296x216.jpg
20190504,浦东,金杨,寺前浜五楼 95年建成 精装二年多 户型正气 诚意出售,262万,寺前浜  | 2室1厅 | 56平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7a97430f-b6bb-4ef1-919a-5fc1d44a7bbd.jpg.296x216.jpg
20190504,浦东,金杨,一楼双天井大三房两南一北，户型方正，位置小区央座,440万,香山新村西北街坊  | 3室1厅 | 81平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-251f8f43-8ef5-47d4-aecb-9a5b0214172a.jpg.296x216.jpg
20190504,浦东,金杨,栖山路1689弄 2室1厅 550万,550万,栖山路1689弄  | 2室1厅 | 71.28平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7c285d87-61f7-4189-9c13-a397a84b92d8.jpg.296x216.jpg
20190504,浦东,金杨,中间楼层，边套全明户型，产权清晰，近6号线,345万,罗山五村  | 2室1厅 | 64.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0381616c-742b-4610-b150-9d61717b37c5.jpg.296x216.jpg
20190504,浦东,金杨,罗山四村四楼 南北户型 税各付 一梯三户 诚意出售,304万,罗山四村  | 2室1厅 | 59.79平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-ce508a9d-6e93-45c6-a38c-4c1d6811f65f.png.296x216.jpg
20190504,浦东,金杨,金杨六街坊 3室1厅 400万,400万,金杨六街坊  | 3室1厅 | 70.23平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fa4377db-8589-4635-a112-7c5c90632290.jpg.296x216.jpg
20190504,浦东,金杨,双南两房，厅朝西带窗户，少有全明两房；满五唯一,280万,金杨新村十一街坊  | 2室1厅 | 54.82平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d6afa592-8220-4adb-a71c-302a4a88abe9.jpg.296x216.jpg
20190504,浦东,金杨,出门就是地铁，电梯中高楼层，邻近家乐福，配套齐全,470万,金杨公寓  | 2室1厅 | 93.88平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-a4160760-1739-4595-a7d9-2987040903de.jpg.296x216.jpg
20190504,浦东,金杨,金杨新村五街坊 1室1厅 240万,240万,金杨新村五街坊  | 1室1厅 | 48.89平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6db9558b-af79-4fcc-9dba-9cddcd4b0eac.jpg.296x216.jpg
20190504,浦东,金杨,一手动迁、满五唯一，业主自住，保养良好，地段成熟,300万,金杨新村十街坊  | 2室1厅 | 59.99平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-8b4e10ab-f495-44e9-9f89-8074166616a6.png.296x216.jpg
20190504,浦东,金杨,正气大三房，一梯两户，全明户型，花园位置沐浴春光,620万,上泰花苑  | 3室2厅 | 104.51平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2f8ba9f0-0c94-4989-9f50-b15e4d6d48d2.jpg.296x216.jpg
20190504,浦东,金杨,6号线地铁口   06年电梯房   南北通户型两房,820万,云山星座苑  | 2室2厅 | 98.01平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-4970a5e4-82eb-4e82-a8b7-1f2d9f3f7637.jpg.296x216.jpg
20190504,浦东,金杨,精装修，房型正气， 采光好，楼层好，位置好,410万,罗山七村  | 2室2厅 | 75.85平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-f098d872-b479-4868-a068-5bc65baaf7fe.png.296x216.jpg
20190504,浦东,金杨,满五年唯一，不靠马路，诚心出售,695万,上房金丰苑  | 3室2厅 | 117.15平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-08014266-a033-4956-8574-e431baeae502.jpg.296x216.jpg
20190504,浦东,金杨,楼层好，位置好，诚意出售，看房方便，满五唯一,268万,金杨新村十街坊  | 2室1厅 | 57.46平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0ee8bc1e-480c-4e16-8743-f1d65dc05c55.jpg.296x216.jpg
20190504,浦东,金杨,南北两房 不临街 价格可谈 诚意出售,320万,香山新村西北街坊  | 2室1厅 | 55.5平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-e93f3aa8-5ebf-4637-b001-3a911358c77c.png.296x216.jpg
20190504,浦东,金杨,户型南北通透，税费少，地铁商场咫尺之遥，刚需好选择,290万,金台三居  | 2室1厅 | 61.49平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-acf3afe1-f3d8-4df4-b7a5-eb3734d61ad7.jpg.296x216.jpg
20190504,浦东,金杨,精装修两房，动迁少税楼层好采光十足,270万,寺前浜  | 2室1厅 | 51.54平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-06fb81cc-c503-4a47-8391-82f5f9c0fa2d.png.296x216.jpg
20190504,浦东,金杨,金杨七街坊 1室1厅 230万,230万,金杨七街坊  | 1室1厅 | 49.01平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-995fbfd9-a3d5-4a39-8095-b25a96623c26.jpg.296x216.jpg
20190504,浦东,金杨,《香山新出精装电梯两房》全明户型中高楼+地铁6/9号线,416万,香山新村东南街坊  | 2室1厅 | 79.07平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-5e25ab20-9aba-4752-8816-29d4c6e33319.png.296x216.jpg
20190504,浦东,金杨,金杨新村五街坊 1室1厅 235万,235万,金杨新村五街坊  | 1室1厅 | 48.67平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-03d5e9b7-2b25-4070-bf73-4d6f3e8db961.jpg.296x216.jpg
20190504,浦东,金杨,满五年，精装修，近蓝天路，交通便利，三轨交通,390万,金杨新村五街坊  | 3室1厅 | 74.34平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-10d2ee2d-54f3-48b3-b342-f486e44b3448.jpg.296x216.jpg
20190504,浦东,金杨,《三年板块精耕，用心推好房》罗山新出精装两房房主自荐,330万,罗山三村  | 2室1厅 | 67.57平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9000707d-b9e6-4539-8263-cbe4352171b0.jpg.296x216.jpg
20190504,浦东,金杨,复式结构，楼上带大露台，采光充足,840万,黄山始信苑  | 3室2厅 | 127平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-88e20cde-bf7a-4a4a-9944-7f2cc2aebc93.jpg.296x216.jpg
20190504,浦东,金杨,电梯房 中环内 一房朝南一房朝北 房改房 阳光充足,393万,香山新村东南街坊  | 2室1厅 | 75.11平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-c6907c3b-d3d1-43ca-9625-5cf472b5393a.png.296x216.jpg
20190504,浦东,金杨,这么舒服的户型，这么实惠的价格，没有之一,425万,金杨新村五街坊  | 3室1厅 | 74.43平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-58a40bba-f072-4903-8240-5adfac135fe7.jpg.296x216.jpg
20190504,浦东,金杨,近六号线地铁，一梯两户，98年商品房，税费少，诚售！,485万,上泰花苑  | 2室2厅 | 81.84平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-25f7d714-16e9-4842-b66c-2a56e719bb9d.jpg.296x216.jpg
20190504,浦东,金杨,此房是02年动迁房，中间楼层，采光好，,610万,始信北苑  | 2室1厅 | 69.21平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-dd32ba65-736a-4b00-8028-d5af0e229c6c.png.296x216.jpg
20190504,浦东,金杨,房子是2003年商品房户型 ， 南北双阳台  ，楼层好,330万,香山新村东北街坊  | 1室1厅 | 53.06平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5a8ec403-bfe2-4375-a698-6f8bb1a013ef.jpg.296x216.jpg
20190504,浦东,金杨,新出优质房源，精装修南北通，小区中间不靠路看房方便,580万,黄山始信苑  | 2室1厅 | 70.36平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-7f04200e-98a5-40ec-a007-960fafdc15b0.png.296x216.jpg
20190504,浦东,金杨,金杨新村十街坊 1室0厅 175万,175万,金杨新村十街坊  | 1室0厅 | 28.79平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-72aee163-b503-4e8b-ab18-846a8ce39e12.jpg.296x216.jpg
20190504,浦东,金杨,顶复 带30平露台 可做5房 一手动迁 无增值税,1080万,广洋苑  | 3室3厅 | 168.06平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-12981c52-de78-4c0c-9a0b-e6616bf47735.png.296x216.jpg
20190504,浦东,金杨,东兴华苑 3室2厅 750万,750万,东兴华苑  | 3室2厅 | 106.14平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cf77ba1d-6069-4d5d-8c43-9e551648a026.jpg.296x216.jpg
20190504,浦东,金杨,双轨交通，看房方便，一房全明，房型正气，价格可谈,240万,金台三居  | 1室1厅 | 52.47平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1df8c547-d97b-457d-a91d-97ce06be1daf.jpg.296x216.jpg
20190504,浦东,金杨,正气小户型 有钥匙随时看房 近地铁,215万,罗山五村  | 1室1厅 | 42.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-29d53cff-739f-48e1-8b95-42ee5d3d87a2.jpg.296x216.jpg
20190504,浦东,金杨,一梯四户中间套，户型方正，居家装修，看房方便,368万,金樟花苑  | 1室1厅 | 49.97平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1190819b-34d1-4181-9e1e-d29bd26f7639.jpg.296x216.jpg
20190504,浦东,金杨,大桥花苑 1室1厅 250万,250万,大桥花苑  | 1室1厅 | 42.81平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-c665c5f9-b143-408f-a2dc-4f9d57c73a2e.jpg.296x216.jpg
20190504,浦东,金杨,艾山新村 1室1厅 250万,250万,艾山新村  | 1室1厅 | 54.19平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f362b94e-a3b9-41bc-a65b-7b1f9dc7fbe9.jpg.296x216.jpg
20190504,浦东,金杨,业主诚售，花园位置，随时看房，看房联系维护人！,345万,罗山七村  | 2室1厅 | 64.29平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-697e7fca-102d-4f52-91ab-c67e6aa52108.jpg.296x216.jpg
20190504,浦东,金杨,金杨新村四街坊 3室1厅 505万,505万,金杨新村四街坊  | 3室1厅 | 74.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-557607d8-57bc-48db-9a1d-e9fc7a2e3335.jpg.296x216.jpg
20190504,浦东,金杨,【诚心售】地铁6号线+金桥瑞仕花园+厅带阳台+物业完善,1250万,金桥瑞仕花园  | 2室2厅 | 115.2平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-84c3c517-bcd1-40a7-8783-b5577e16ab9c.jpg.296x216.jpg
20190504,浦东,金杨,面朝黄浦江，可看东方明珠，商品房高层，视野好,600万,龙居大厦  | 2室2厅 | 106.47平米 | 西 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-5324cbaf-0082-49dc-a5c1-e8dbc09b31be.jpg.296x216.jpg
20190504,浦东,金杨,香山新村西南街坊 2室1厅 330万,330万,香山新村西南街坊  | 2室1厅 | 59.7平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-83c6024a-63e3-4bbd-a306-9e428f331056.jpg.296x216.jpg
20190504,浦东,金杨,近地铁，温馨两房，双南双阳台，业主诚心出售,310万,金杨新村九街坊  | 2室1厅 | 57.48平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-137fb2b0-fa8b-4a38-8b01-fdeaa4bee498.jpg.296x216.jpg
20190504,浦东,金杨,双南户型+视野开阔采光好，一梯两户非顶楼,330万,金杨新村三街坊  | 2室2厅 | 59.51平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e49e01f0-3f73-48ed-8eae-af2e4ae00645.jpg.296x216.jpg
20190504,浦东,金杨,楼层好非底楼 近6.9号线 近地铁 装修不错可拎包入住,300万,金台三居  | 2室1厅 | 59.58平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-22d5ae45-509f-4eaa-98d5-6048dbb04cda.jpg.296x216.jpg
20190504,浦东,金杨,《三年板块精耕，用心推好房》香山新出精装南北两房房主自荐,255万,香山新村东南街坊  | 2室1厅 | 51.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-eaf31a01-06c3-4702-8932-6315d40f47f6.png.296x216.jpg
20190504,浦东,金杨,香山西南 非顶楼 双南户型 诚意出售房主自荐,342万,香山新村西南街坊  | 2室1厅 | 66.34平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-18041fba-87ea-4766-9931-7907941e95d6.png.296x216.jpg
20190504,浦东,金杨,近地铁+拎包入住+改善型房型+精装修,485万,金杨新村四街坊  | 3室1厅 | 74.64平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7db33153-50bf-452e-8e7c-459220f0e5cf.png.296x216.jpg
20190504,浦东,金杨,一手动迁，满五唯一。两房朝南 一房朝东  不靠马路。,610万,黄山新村  | 3室1厅 | 80.38平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c3df02b7-ecd6-4414-ba0e-6b5ebaea6542.jpg.296x216.jpg
20190504,浦东,金杨,2003年的配套商品房，双南 南北双阳台，带飘窗。,485万,香山新村东北街坊  | 2室1厅 | 75.88平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-48163702-dc8c-4905-9a58-96a042ddae93.jpg.296x216.jpg
20190504,浦东,金杨,此房满五唯一，一梯两户，1996年，房东自住装修,550万,黄山新村  | 3室1厅 | 82.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d4dd245f-295a-4c4a-835d-645cdff558c4.jpg.296x216.jpg
20190504,浦东,金杨,金杨样板房、示范级幼儿园、赶快抽空过来看一下呗,320万,金杨二街坊  | 2室1厅 | 57.93平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-f6f19811-4c63-4db1-922f-928716698e24.jpg.296x216.jpg
